dataset,area,project_name,developer,Google Pin Location,land_size_acres,project_status,start_year,completion_year,number_of_bedrooms,typology,unit_plinth_area_sqm,total_units,number_units_per_acre,Year Data Valid, Unit Price, price_per_sqm, Rent per Month,rent_per_sqm,service_charge,"Mortgage Installments (90%present value, 20years tenor, 15% interest rate)",mortgage_installments, mortgage_to_rent_ratio,occupancy,annual_uptake,"Projected Yield assuming 90% occupancy rate, 6% stamp duty",Source
Neighborhood,Embakasi,90 degrees,Tsavo,"-1.31568, 36.90364",,Complete,,,1,Apartments,,,,2019,"  1,400,000 ",,"  11,000 ",,3000,"Ksh16,591.55",15669.79603,  1.5 ,,,8%,"Field and online research, property agents interviews"
Neighborhood,Embakasi,90 degrees,Tsavo,"-1.31568, 36.90364",,Complete,,,1,Apartments,,,,2019,"  2,400,000 ",,"  15,000 ",,3000,"Ksh28,442.65",26862.50748,  1.9 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Acacia Premier Villas,Cherd Africa,"-1.52414, 36.93327",,Complete,,,3,Maisonette,,,,2019,"  8,500,000 ",,"  35,000 ",,3000,"Ksh100,734.40",95138.04734,  2.9 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Acacia Villas,Urbanis Africa,"-1.52414, 36.93327",,Complete,,,3,Maisonette,,,,2019,"  7,500,000 ",,"  30,000 ",,3000,"Ksh88,883.30",83945.33589,  3.0 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Acacia Villas,Urbanis Africa,"-1.52414, 36.93327",,Complete,,,3,Maisonette,,,,2019,"  8,000,000 ",,"  35,000 ",,3000,"Ksh94,808.85",89541.69162,  2.7 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Joska,Ace Park Estate,Willstone Homes,"-1.27078, 37.04307",,Complete,,,3,Bungalows,131,,,2019,"  4,250,000 ","  32,443 ","  30,000 ",  229 ,3000,"Ksh50,367.20",47569.02367,  1.7 ,,,7%,"Field and online research, property agents interviews"
NMDA,Ruaka,Alma,Cytonn Real Estate,"-1.20441, 36.76968",,Ongoing,,,1,Apartments,51,,,2021,"  7,900,000 ","  154,902 ","  40,000 ",  784 ,,"Ksh93,623.74",,  2.3 ,,,5%,"Field and online research, property agents interviews"
NMDA,Ruaka,Alma,Cytonn Real Estate,"-1.20441, 36.76968",,Ongoing,,,2,Apartments,84,70,,2021,"  12,400,000 ","  147,619 ","  48,500 ",  577 ,,"Ksh146,953.72",,  3.0 ,,,4%,"Field and online research, property agents interviews"
NMDA,Ruaka,Alma,Cytonn Real Estate,"-1.20441, 36.76968",,Ongoing,2016,,3,Apartments,117,27,,2021,"  16,400,000 ","  140,171 ","  60,000 ",  513 ,,"Ksh194,358.14",,  3.2 ,,,4%,"Field and online research, property agents interviews"
NMDA,Syokimau,Almasi Apartments,,"-1.38341, 36.92076",,Complete,2016,,3,Apartments,153,10,,2021,"  12,500,000 ","  81,699 ",,  -   ,,"Ksh148,138.83",,,100%,16%,,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Almond Grove,Grove Limited,"-1.50346, 36.94640",,Complete,,,3,Maisonette,119,,,2019,"  8,900,000 ","  74,790 ","  35,000 ",  294 ,3000,"Ksh105,474.85",99615.13192,  3.0 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Amani Ridge Apartments,ADG Group,"-1.36455, 36.92286",,Ongoing,,,3,Apartments,127,,,2019,"  11,000,000 ","  86,743 ","  45,000 ",  355 ,3000,"Ksh130,362.17",130362.1687,  2.9 ,,,4%,"Field and online research, property agents interviews"
Developer,Karen,Amara Ridge,Cytonn Real Estate,"-1.33492, 36.76656",,Complete,,,5,Maisonette,470,10,,2019,"  105,000,000 ","  223,404 ","  350,000 ",  745 ,,"Ksh1,244,366.16",,  3.6 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Racecourse,Ambient Magu Apartments,,"-1.29909, 36.74507",,Ongoing,,,2,Apartments,97,,,2019,"  6,000,000 ","  61,856 ","  40,000 ",  412 ,3000,"Ksh71,106.64",67156.26871,  1.8 ,,,7%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Angelville Villas,,"-1.50527, 36.94985",,Complete,,,4,Maisonette,170,,,2019,"  12,500,000 ","  73,529 ","  45,000 ",  265 ,3000,"Ksh148,138.83",139908.8931,  3.3 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",,Complete,,,2,Apartments,93,,,2019,"  7,500,000 ","  80,645 ","  25,000 ",  269 ,3000,"Ksh88,883.30",88883.29682,  3.6 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",,Complete,,,2,Apartments,102,,,2019,"  7,800,000 ","  76,471 ","  28,000 ",  275 ,3000,"Ksh92,438.63",92438.6287,  3.3 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",,Complete,,,2,Apartments,108,,,2019,"  8,200,000 ","  75,926 ","  30,000 ",  278 ,3000,"Ksh97,179.07",97179.07119,  3.2 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",,Complete,,,3,Apartments,116,,,2019,"  9,000,000 ","  77,586 ","  35,000 ",  302 ,3000,"Ksh106,659.96",106659.9562,  3.0 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",,Complete,,,3,Apartments,127,,,2019,"  10,000,000 ","  78,740 ","  38,000 ",  299 ,3000,"Ksh118,511.06",118511.0624,  3.1 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",,Complete,,,3,Apartments,161,,,2019,"  13,100,000 ","  81,366 ","  40,000 ",  248 ,3000,"Ksh155,249.49",154064.3812,  3.9 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",,Complete,,,3,Apartments,180,,,2019,"  12,500,000 ","  69,444 ","  40,000 ",  222 ,3000,"Ksh148,138.83",148138.828,  3.7 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",,Complete,,,4,Apartments,249,,,2019,"  17,000,000 ","  68,273 ","  65,000 ",  261 ,3000,"Ksh201,468.81",201468.8061,  3.1 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",,Complete,,,5,Apartments,307,,,2019,"  20,000,000 ","  65,147 ","  75,000 ",  244 ,3000,"Ksh237,022.12",237022.1249,  3.2 ,,,4%,"Field and online research, property agents interviews"
Developer,Karen,Applewood Villas,Cytonn Real Estate,"-1.31233, 36.71223",10,Stalled,,,5,Maisonette,,18,1.8,2019,,,,,,,,,,,,"Field and online research, property agents interviews"
Developer,Lavington,Ashton Court,AMS Properties,"-1.29542, 36.76429",,Complete,,,3,Apartments,196,35,,2019,,  -   ,"  120,000 ",  612 ,,,,  -   ,,,,"Field and online research, property agents interviews"
NMDA,Dagoretti,Aspire Heights,Aspire Heights KE,"-1.27998, 36.73890",,Ongoing,,,2,Apartments,101,44,,2021,"  7,500,000 ","  74,257 ","  45,000 ",  446 ,,"Ksh88,883.30",,  2.0 ,,12%,6%,"Field and online research, property agents interviews"
NMDA,Dagoretti,Aspire Heights,Aspire Heights KE,"-1.27998, 36.73890",,Ongoing,,,3,Apartments,119,21,,2021,"  9,500,000 ","  79,832 ","  55,000 ",  462 ,,"Ksh112,585.51",,  2.0 ,,12%,6%,"Field and online research, property agents interviews"
NMDA,Syokimau,Athi View Apartment,SJR Properties Limited,"-1.35543, 36.92426",,Complete,,,3,Apartments,113,,,2021,"  12,900,000 ","  114,159 ","  50,000 ",  442 ,,"Ksh152,879.27",,  3.1 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Athi River,Athi View Estate,SJR Properties Limited,"-1.35355, 36.92668",,Complete,,,2,Townhouses,102,,,2019,"  5,000,000 ","  49,020 ","  30,000 ",  294 ,3000,"Ksh59,255.53",59255.53122,  2.0 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Athi River,Athi View Estate,SJR Properties Limited,"-1.35355, 36.92668",,Complete,,,3,Townhouses,113,,,2019,"  8,000,000 ","  70,796 ","  45,000 ",  398 ,3000,"Ksh94,808.85",94808.84995,  2.1 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Athi River,Athi View Estate,SJR Properties Limited,"-1.35355, 36.92668",,Complete,,,4,Townhouses,153,,,2019,"  11,500,000 ","  75,163 ","  50,000 ",  327 ,3000,"Ksh136,287.72",136287.7218,  2.7 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Athi River,Athi View Estate,SJR Properties Limited,"-1.35355, 36.92668",,Complete,,,4,Townhouses,177,,,2019,"  12,000,000 ","  67,797 ","  50,000 ",  282 ,3000,"Ksh142,213.27",142213.2749,  2.8 ,,,4%,"Field and online research, property agents interviews"
NMDA,Parklands,Aura Duplex,,"-1.26520, 36.81978",,Complete,2016,2017,4,Apartments,372,52,,2021,"  28,000,000 ","  75,269 ",,  -   ,,"Ksh331,830.97",,,0%,,,"Field and online research, property agents interviews"
Neighborhood,Thika,Bahati Ridge,Bahati Ridge Development Ltd,"-1.00998, 37.05941",,Complete,,2012,4,Maisonette,153,,,2019,"  16,000,000 ","  104,378 ","  70,000 ",  457 ,3000,"Ksh189,617.70",179083.3832,  2.7 ,,,4%,"Field and online research, property agents interviews"
NMDA,Upperhill,Bamboo Gardens,,"-1.30208, 36.81461",,Complete,2004,2006,3,Apartments,,42,,2021,"  25,200,000 ",,"  90,000 ",,,"Ksh298,647.88",,  3.3 ,86%,5%,4%,"Field and online research, property agents interviews"
NMDA,South C,Bandari Apartments,Kenya Ports Authority Pension Scheme,"-1.32586, 36.84006",,Complete,2018,2018,2,Apartments,102,,,2021,"  15,000,000 ","  147,059 ",,  -   ,,"Ksh177,766.59",,,,,,"Field and online research, property agents interviews"
NMDA,South C,Bandari Apartments,Kenya Ports Authority Pension Scheme,"-1.32586, 36.84006",,Complete,2018,2018,3,Apartments,168,198,,2021,"  16,500,000 ","  98,214 ","  90,000 ",  536 ,,"Ksh195,543.25",,  2.2 ,0%,,6%,"Field and online research, property agents interviews"
NMDA,Parklands,Batu Hill Apartments,,"-1.26442, 36.81913",,Complete,2014,2015,4,Apartments,246,32,,2021,"  29,000,000 ","  117,886 ","  135,000 ",  549 ,,"Ksh343,682.08",,  2.5 ,0%,,5%,"Field and online research, property agents interviews"
NMDA,Upperhill,Bay hill Gardens,Winsor Limited,"-1.30448, 36.81298",,Complete,2005,2007,3,Apartments,221,12,,2021,,  -   ,,  -   ,,,,,83%,,,"Field and online research, property agents interviews"
NMDA,Upperhill,Bay hill Gardens,Winsor Limited,"-1.30448, 36.81298",,Complete,2005,2007,4,Apartments,265,,,2021,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
NMDA,South B,Bellcrest Courts,Hamilton Dalton Homes,"-1.31926, 36.84222",,Complete,,,2,Apartments,,21,,2021,"  7,500,000 ",,"  37,000 ",,,"Ksh88,883.30",,  2.4 ,100%,,5%,"Field and online research, property agents interviews"
NMDA,South B,Bellcrest Courts,Hamilton Dalton Homes,"-1.31926, 36.84222",,Complete,2016,2016,3,Apartments,120,10,,2021,"  11,500,000 ","  95,833 ","  45,000 ",  375 ,,"Ksh136,287.72",,  3.0 ,80%,18%,4%,"Field and online research, property agents interviews"
NMDA,South C,Bellevue Apartments,,"-1.32814, 36.83484",,Complete,,,3,Apartments,139,,,2021,"  12,800,000 ","  92,086 ","  130,000 ",  935 ,,"Ksh151,694.16",,  1.2 ,,,10%,"Field and online research, property agents interviews"
NMDA,Syokimau,Best Homes Apartments,,"-1.38402, 36.92766",,Complete,,,2,Apartments,90,,,2021,"  5,700,000 ","  63,333 ","  30,000 ",  333 ,,"Ksh67,551.31",,  2.3 ,,,5%,"Field and online research, property agents interviews"
NMDA,Syokimau,Best Homes Apartments,,"-1.38402, 36.92766",,Complete,,,3,Apartments,123,,,2021,"  7,800,000 ","  63,415 ","  30,000 ",  244 ,,"Ksh92,438.63",,  3.1 ,,,4%,"Field and online research, property agents interviews"
NMDA,Thindigua,Blessed Gardens,,"-1.20361, 36.83755",,Complete,,,3,Apartments,150,,,2021,"  13,000,000 ","  86,667 ","  50,000 ",  333 ,,"Ksh154,064.38",,  3.1 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Bonito Serene Homes,Bonito Properties Ltd,"-1.50916, 36.94567",,Complete,,,3,Maisonette,,,,2019,"  8,750,000 ",,"  35,000 ",,3000,"Ksh103,697.18",97936.2252,  3.0 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Bonito Serene Homes,Bonito Properties Ltd,"-1.50916, 36.94567",,Complete,,,4,Maisonette,240,,,2019,"  9,750,000 ","  40,678 ","  40,000 ",  167 ,3000,"Ksh115,548.29",109128.9367,  2.9 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Boston Estate,Bonfide Group,"-1.54277, 36.94067",,Complete,,,3,Maisonette,166,,,2019,"  13,000,000 ","  78,313 ","  35,000 ",  211 ,3000,"Ksh154,064.38",145505.2489,  4.4 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Boston Estate,Bonfide Group,"-1.54277, 36.94067",,Complete,,,4,Maisonette,185,,,2019,"  14,000,000 ","  75,676 ","  45,000 ",  243 ,3000,"Ksh165,915.49",156697.9603,  3.7 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Ruaka,Bounty's Apartments,,"-1.20392, 36.76755",,Complete,,,1,Apartments,60,,,2019,"  7,000,000 ","  116,667 ","  35,000 ",  583 ,3000,"Ksh82,957.74",78348.98016,  2.4 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Ruaka,Bounty's Apartments,,"-1.20392, 36.76755",,Complete,,,2,Apartments,80,,,2019,"  8,500,000 ","  106,250 ","  45,000 ",  563 ,3000,"Ksh100,734.40",95138.04734,  2.2 ,,,5%,"Field and online research, property agents interviews"
NMDA,Ongata Rongai,Breezi Ville Apartments,,"-1.39345, 36.78521",,Complete,2017,,2,Apartments,120,,,2021,"  5,800,000 ","  48,333 ","  32,000 ",  267 ,,"Ksh68,736.42",,  2.1 ,,,6%,"Field and online research, property agents interviews"
NMDA,Ongata Rongai,Breezi Ville Apartments,,"-1.39345, 36.78521",,Complete,2017,,3,Apartments,150,,,2021,"  8,400,000 ","  56,000 ","  40,000 ",  267 ,,"Ksh99,549.29",,  2.5 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Ongata Rongai,Breezy Ville Apartments,,"-1.39345, 36.78521",,Complete,,,2,Apartments,150,,,2019,"  5,500,000 ","  36,680 ","  18,000 ",  120 ,3000,"Ksh65,181.08",61559.91299,  3.6 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Ongata Rongai,Breezy Ville Apartments,,"-1.39345, 36.78521",,Complete,,,3,Apartments,125,,,2019,"  7,000,000 ","  56,021 ","  22,000 ",  176 ,3000,"Ksh82,957.74",78348.98016,  3.8 ,,,3%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Bric Apartments,,"-1.29330, 36.77317",,Complete,2018,2018,3,Apartments,196,,,2021,"  18,500,000 ","  94,388 ","  105,000 ",  536 ,,"Ksh219,245.47",,  2.1 ,,29%,6%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Bric Apartments,,"-1.29330, 36.77317",,Complete,2018,2018,4,Apartments,213,,,2021,"  21,000,000 ","  98,592 ","  120,000 ",  563 ,,"Ksh248,873.23",,  2.1 ,,,6%,"Field and online research, property agents interviews"
NMDA,Lower Kabete,Bridgeview,,"-1.25818, 36.72249",,Complete,2018,2022,2,Apartments,95,8,,2021,"  10,650,000 ","  112,105 ","  55,000 ",  579 ,,"Ksh126,214.28",,  2.3 ,0%,,5%,"Field and online research, property agents interviews"
NMDA,Lower Kabete,Bridgeview,,"-1.25818, 36.72249",,Complete,2018,2022,3,Apartments,127,42,,2021,"  14,400,000 ","  113,386 ","  60,000 ",  472 ,,"Ksh170,655.93",,  2.8 ,0%,,4%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Brisbane Heights,Kingspride Developers,"-1.21907, 36.84380",,Ongoing,,,2,Apartments,85,,,2019,"  6,950,000 ","  81,765 ","  50,000 ",  588 ,3000,"Ksh82,365.19",77789.34459,  1.6 ,,,7%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Brisbane Heights,Kingspride Developers,"-1.21907, 36.84380",,Ongoing,,,3,Apartments,110,,,2019,"  8,950,000 ","  81,364 ","  55,000 ",  500 ,3000,"Ksh106,067.40",100174.7675,  1.9 ,,,6%,"Field and online research, property agents interviews"
NMDA,Ruaka,Burton,,"-1.20413, 36.76751",,Complete,2016,,3,Apartments,141,12,,2021,"  13,000,000 ","  92,199 ","  65,000 ",  461 ,,"Ksh154,064.38",,  2.4 ,0%,,5%,"Field and online research, property agents interviews"
NMDA,Kikuyu,Bustani Estate,,"-1.25348, 36.69524",,Complete,2018,2018,2,Apartments,85,45,,2021,"  6,800,000 ","  80,000 ","  45,000 ",  529 ,,"Ksh80,587.52",,  1.8 ,82%,28%,7%,"Field and online research, property agents interviews"
NMDA,Kikuyu,Bustani Estate,,"-1.25348, 36.69524",,Complete,2018,2018,3,Apartments,110,45,,2021,"  8,000,000 ","  72,727 ","  70,000 ",  636 ,,"Ksh94,808.85",,  1.4 ,89%,31%,9%,"Field and online research, property agents interviews"
NMDA,Ongata Rongai,Calm Homes,,"-1.39307, 36.74525",,Complete,2014,2016,3,Apartments,123,,,2021,"  6,200,000 ","  50,407 ","  45,000 ",  366 ,,"Ksh73,476.86",,  1.6 ,,,7%,"Field and online research, property agents interviews"
NMDA,Ruaka,Camden Apartments,,"-1.20509, 36.76787",,Complete,2015,,3,Apartments,125,20,,2021,"  10,250,000 ","  82,000 ","  50,000 ",  400 ,,"Ksh121,473.84",,  2.4 ,0%,,5%,"Field and online research, property agents interviews"
NMDA,South B,Capital View Apartments,,"-1.31916, 36.84298",,Complete,2017,2017,2,Apartments,100,9,,2021,"  9,000,000 ","  90,000 ","  45,000 ",  450 ,,"Ksh106,659.96",,  2.4 ,100%,25%,5%,"Field and online research, property agents interviews"
NMDA,South B,Capital View Apartments,,"-1.31916, 36.84298",,Complete,2017,2017,3,Apartments,130,9,,2021,"  13,500,000 ","  103,846 ","  55,000 ",  423 ,,"Ksh159,989.93",,  2.9 ,78%,19%,4%,"Field and online research, property agents interviews"
Neighborhood,Juja,Caren Gardens,,"-1.11486, 37.04034",,Complete,,,4,Maisonette,130,38,,2019,"  16,000,000 ","  123,077 ","  40,000 ",  308 ,3000,"Ksh189,617.70",179083.3832,  4.7 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Joska,Casa Mia,Ghanima Limited,"-1.28075, 37.11530",,Complete,,,3,Bungalows,95,,,2019,"  5,950,000 ","  62,667 ","  30,000 ",  316 ,3000,"Ksh70,514.08",66596.63314,  2.4 ,,,5%,"Field and online research, property agents interviews"
Developer,Uthiru,Cedar Park Estate,Banda Homes,"-1.26195, 36.71767",0.8,Stalled,,,3,Bungalows,138,49,61.25,2019,,  -   ,"  35,000 ",  254 ,,,,  -   ,,,,"Field and online research, property agents interviews"
NMDA,Kilimani,Century,GNA Real Estate,"-1.29735, 36.79710",,Complete,2016,,3,Apartments,212,60,,2021,"  14,000,000 ","  66,038 ","  65,000 ",  307 ,,"Ksh165,915.49",,  2.6 ,92%,14%,5%,"Field and online research, property agents interviews"
NMDA,Kilimani,Century,,"-1.29735, 36.79710",,Complete,2016,,4,Apartments,246,48,,2021,"  21,000,000 ","  85,366 ","  75,000 ",  305 ,,"Ksh248,873.23",,  3.3 ,104%,18%,4%,"Field and online research, property agents interviews"
Neighborhood,Thika,Chania Garden,,"-1.05358, 37.09556",10,Complete,,,3,Bungalows,132,68,,2019,"  13,000,000 ","  98,544 ","  45,000 ",  341 ,3000,"Ksh154,064.38",145505.2489,  3.4 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Thika,Chania Garden,,"-1.05358, 37.09556",10,Complete,,,4,Bungalows,,68,,2019,"  15,000,000 ",,"  50,000 ",,3000,"Ksh177,766.59",167890.6718,  3.6 ,,,3%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Chiluma Apartments,,"-1.28377, 36.78422",,Complete,2010,2018,3,Apartments,100,48,,2021,"  21,000,000 ","  210,000 ","  100,000 ","  1,000 ",,"Ksh248,873.23",,  2.5 ,98%,9%,5%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Cicada Crest,Saif Real Estate,"-1.29622, 36.79010",,Planned,2019,,3,Apartments,218,120,,2019,"  18,000,000 ","  82,569 ","  100,000 ",  459 ,3000,"Ksh213,319.91",201468.8061,  2.1 ,,,6%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,City C Breeze,,"-1.28652, 36.78090",,Complete,2016,2016,3,Apartments,205,,,2021,"  19,500,000 ","  95,122 ","  100,000 ",  488 ,,"Ksh231,096.57",,  2.3 ,,17%,5%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Cora Bells,Tsavo,"-1.20363, 36.83817",,Complete,,,1,Studio,19,,,2019,"  1,550,000 ","  83,421 ","  12,000 ",  646 ,3000,"Ksh18,369.21",17348.70275,  1.5 ,,,8%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Cora Bells,Tsavo,"-1.20363, 36.83817",,Complete,,,1,Apartments,30,,,2019,"  2,550,000 ","  85,776 ","  20,000 ",  673 ,3000,"Ksh30,220.32",28541.4142,  1.5 ,,,8%,"Field and online research, property agents interviews"
NMDA,Kilimani,Crest Park,,"-1.28528, 36.78669",,Complete,2016,,2,Apartments,170,36,,2021,"  13,000,000 ","  76,471 ","  90,000 ",  529 ,,"Ksh154,064.38",,  1.7 ,92%,17%,7%,"Field and online research, property agents interviews"
NMDA,Kilimani,Crest Park,,"-1.28528, 36.78669",,Complete,2016,,3,Apartments,115,24,,2021,"  15,000,000 ","  130,435 ","  110,000 ",  957 ,,"Ksh177,766.59",,  1.6 ,96%,16%,7%,"Field and online research, property agents interviews"
NMDA,Upperhill,Crystal Court,,"-1.30465, 36.81870",,Complete,,,2,Apartments,105,16,,2021,"  16,000,000 ","  152,381 ","  74,000 ",  705 ,,"Ksh189,617.70",,  2.6 ,94%,,5%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Crystal Suites,,"-1.28273, 36.78005",,Complete,2016,2018,1,Apartments,57,,,2021,"  10,500,000 ","  184,211 ","  45,000 ",  789 ,,"Ksh124,436.62",,  2.8 ,,,4%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Crystal Suites,,"-1.28273, 36.78005",,Complete,2016,2018,2,Apartments,87,,,2021,"  15,000,000 ","  172,414 ","  65,000 ",  747 ,,"Ksh177,766.59",,  2.7 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Ruiru,DanJose Villas,,"-1.16520, 36.96385",,Complete,,,3,Maisonette,130,,,2019,"  10,500,000 ","  80,730 ","  40,000 ",  308 ,3000,"Ksh124,436.62",117523.4702,  3.1 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Ruiru,DanJose Villas,,"-1.16520, 36.96385",,Complete,,,4,Maisonette,163,,,2019,"  11,000,000 ","  67,659 ","  45,000 ",  277 ,3000,"Ksh130,362.17",123119.826,  2.9 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Delta plains,Delta Corporation East Africa,"-1.42184, 36.95606",,Complete,,,3,Townhouses,149,,,2019,"  14,000,000 ","  94,185 ","  55,000 ",  370 ,3000,"Ksh165,915.49",165915.4874,  3.0 ,,,4%,"Field and online research, property agents interviews"
NMDA,South C,DG Oasis Apartments,,"-1.32563, 36.82317",,Complete,2013,2016,3,Apartments,167,128,,2021,"  17,500,000 ","  104,790 ","  80,000 ",  479 ,,"Ksh207,394.36",,  2.6 ,0%,,5%,"Field and online research, property agents interviews"
NMDA,South C,DG Oasis Apartments,,"-1.32563, 36.82317",,Complete,2013,,3,Apartments,167,,,2021,"  18,500,000 ","  110,778 ","  90,000 ",  539 ,,"Ksh219,245.47",,  2.4 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Ngong,Dolphin Estate,,"-1.40958, 36.72996",,Complete,,,3,Bungalows,100,,,2019,"  5,500,000 ","  55,000 ","  30,000 ",  300 ,3000,"Ksh65,181.08",61559.91299,  2.2 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Dorcas Villas,Realto Group Limited,"-1.49432, 36.95020",,Complete,,,3,Bungalows,,,,2019,"  8,500,000 ",,"  35,000 ",,3000,"Ksh100,734.40",95138.04734,  2.9 ,,,4%,"Field and online research, property agents interviews"
NMDA,Lang'ata,Dorothy park apartments,,"-1.33162, 36.81795",,Complete,2016,2018,3,Apartments,167,32,,2021,"  18,000,000 ","  107,784 ","  100,000 ",  599 ,,"Ksh213,319.91",,  2.1 ,100%,20%,6%,"Field and online research, property agents interviews"
NMDA,Parklands,Dwarkesh,,"-1.26359, 36.81538",,Complete,,,2,Apartments,145,21,,2021,"  16,000,000 ","  110,345 ","  55,000 ",  379 ,,"Ksh189,617.70",,  3.4 ,100%,,4%,"Field and online research, property agents interviews"
NMDA,Parklands,Dwarkesh,,"-1.26359, 36.81538",,Complete,2015,2016,3,Apartments,200,8,,2021,"  20,000,000 ","  100,000 ","  75,000 ",  375 ,,"Ksh237,022.12",,  3.2 ,100%,17%,4%,"Field and online research, property agents interviews"
NMDA,Ruaka,Eagle Parlour,,"-1.20857, 36.78789",,Complete,2018,,2,Apartments,97,20,,2021,"  9,000,000 ","  92,784 ","  65,000 ",  670 ,,"Ksh106,659.96",,  1.6 ,0%,,7%,"Field and online research, property agents interviews"
NMDA,Ruaka,Eagle Parlour,,"-1.20857, 36.78789",,Complete,2018,,3,Apartments,110,20,,2021,"  11,000,000 ","  100,000 ","  70,000 ",  636 ,,"Ksh130,362.17",,  1.9 ,0%,,6%,"Field and online research, property agents interviews"
NMDA,Syokimau,Easy Prestige Apartments,,"-1.36396, 36.91943",,Complete,2013,,3,Apartments,61,,,2021,"  6,500,000 ","  106,557 ",,  -   ,,"Ksh77,032.19",,,,,,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Eden Ville,Paramount Chief Estate Ltd,"-1.18148, 36.82974",,Complete,,,3,Maisonette,159,,,2019,"  18,450,000 ","  116,138 ","  100,000 ",  629 ,3000,"Ksh218,652.91",206505.5263,  2.2 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Eden Ville,Paramount Chief Estate Ltd,"-1.18148, 36.82974",,Complete,,,3,Maisonette,164,,,2019,"  25,000,000 ","  152,378 ","  100,000 ",  610 ,3000,"Ksh296,277.66",279817.7863,  3.0 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Eden Ville,Paramount Chief Estate Ltd,"-1.18148, 36.82974",,Complete,,,4,Maisonette,174,,,2019,"  19,950,000 ","  114,835 ","  130,000 ",  748 ,3000,"Ksh236,429.57",223294.5935,  1.8 ,,,7%,"Field and online research, property agents interviews"
