area,Country,project_name,developer,Google Pin Location,number_of_bedrooms,typology,unit_plinth_area_sqm,total_units, Unit Price, price_per_sqm, Rent per Month,rent_per_sqm,service_charge,"Mortgage Installments (90%present value, 20years tenor, 15% interest rate)",mortgage_installments, mortgage_to_rent_ratio,"Projected Yield assuming 90% occupancy rate, 6% stamp duty"
Parklands,Kenya,16 Second Park,Cytonn Real Estate,"-1.26267, 36.82204",4,Apartments,260,40,22500000,86538,150000,577,3003,266649.89,123660.884771413,1.8,7
Syokimau,Kenya,360 Degrees Apartments,Kings Developers Limited,"-1.37154, 36.93292",2,Apartments,79,40,4500000,56962,25000,316,3000,53329.98,123660.884771413,2.1,6
Syokimau,Kenya,360 Degrees Apartments,Kings Developers Limited,"-1.37154, 36.93292",2,Apartments,90,40,5500000,61111,25000,278,3000,65181.08,65181.08434,2.6,5
Syokimau,Kenya,360 Degrees Apartments,Kings Developers Limited,"-1.37154, 36.93292",3,Apartments,83,40,4000000,48193,25000,301,3000,47404.42,47404.42497,1.9,6
Syokimau,Kenya,360 Degrees Apartments,Kings Developers Limited,"-1.37154, 36.93292",3,Apartments,120,40,6500000,54167,30000,250,3000,77032.19,77032.19058,2.6,5
Syokimau,Kenya,360 Degrees Apartments,Kings Developers Limited,"-1.37154, 36.93292",3,Apartments,111,40,6500000,93429.5354752343,30000,488.966974900925,3000,77032.19,77032.19058,2.6,5
Westlands,Kenya,7 Heights,Eastwood Consulting,"-1.25127, 36.79784",2,Apartments,260,20,28000000,107600,156000,599,3003,331830.97,123660.884771413,2.1,6
Westlands,Kenya,7 Heights,Eastwood Consulting,"-1.25127, 36.79784",2,Apartments,344,32,38000000,110508,180000,523,3003,450342.04,123660.884771413,2.5,5
Westlands,Kenya,7 Heights,Eastwood Consulting,"-1.25127, 36.79784",2,Apartments,455,6,49000000,107600,200000,439,3003,580704.21,123660.884771413,2.9,4
Kilimani,Kenya,9 Degrees Apartments,Cytonn Real Estate,"-1.29424, 36.79677",3,Apartments,265,44,22000000,83019,75000,283,3003,260724.34,123660.884771413,3.5,3
Embakasi,Kenya,90 degrees,Tsavo,"-1.31568, 36.90364",1,Apartments,111,40,1400000,93429.5354752343,11000,488.966974900925,3000,16591.55,15669.79603,1.5,8
Embakasi,Kenya,90 degrees,Tsavo,"-1.31568, 36.90364",1,Apartments,111,40,2400000,93429.5354752343,15000,488.966974900925,3000,28442.65,26862.50748,1.9,6
Kitengela,Kenya,Acacia Premier Villas,Cherd Africa,"-1.52414, 36.93327",3,Maisonette,111,40,8500000,93429.5354752343,35000,488.966974900925,3000,100734.4,95138.04734,2.9,4
Kitengela,Kenya,Acacia Villas,Urbanis Africa,"-1.52414, 36.93327",3,Maisonette,111,40,7500000,93429.5354752343,30000,488.966974900925,3000,88883.3,83945.33589,3,4
Kitengela,Kenya,Acacia Villas,Urbanis Africa,"-1.52414, 36.93327",3,Maisonette,111,40,8000000,93429.5354752343,35000,488.966974900925,3000,94808.85,89541.69162,2.7,4
Joska,Kenya,Ace Park Estate,Willstone Homes,"-1.27078, 37.04307",3,Bungalows,131,40,4250000,32443,30000,229,3000,50367.2,47569.02367,1.7,7
Ruaka,Kenya,Alma,Cytonn Real Estate,"-1.20441, 36.76968",1,Apartments,51,40,7900000,154902,40000,784,3003,93623.74,123660.884771413,2.3,5
Ruaka,Kenya,Alma,Cytonn Real Estate,"-1.20441, 36.76968",2,Apartments,84,70,12400000,147619,48500,577,3003,146953.72,123660.884771413,3,4
Ruaka,Kenya,Alma,Cytonn Real Estate,"-1.20441, 36.76968",3,Apartments,117,27,16400000,140171,60000,513,3003,194358.14,123660.884771413,3.2,4
Syokimau,Kenya,Almasi Apartments,Cytonn Real Estate,"-1.38341, 36.92076",3,Apartments,153,10,12500000,81699,59775.1237623762,488.966974900925,3003,148138.83,123660.884771413,2.46908850726552,5
Kitengela,Kenya,Almond Grove,Grove Limited,"-1.50346, 36.94640",3,Maisonette,119,40,8900000,74790,35000,294,3000,105474.85,99615.13192,3,4
Syokimau,Kenya,Amani Ridge Apartments,ADG Group,"-1.36455, 36.92286",3,Apartments,127,40,11000000,86743,45000,355,3000,130362.17,130362.1687,2.9,4
Karen,Kenya,Amara Ridge,Cytonn Real Estate,"-1.33492, 36.76656",5,Maisonette,470,10,105000000,223404,350000,745,3003,1244366.16,123660.884771413,3.6,3
Racecourse,Kenya,Ambient Magu Apartments,Cytonn Real Estate,"-1.29909, 36.74507",2,Apartments,97,40,6000000,61856,40000,412,3000,71106.64,67156.26871,1.8,7
Kitengela,Kenya,Angelville Villas,Cytonn Real Estate,"-1.50527, 36.94985",4,Maisonette,170,40,12500000,73529,45000,265,3000,148138.83,139908.8931,3.3,4
Syokimau,Kenya,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",2,Apartments,93,40,7500000,80645,25000,269,3000,88883.3,88883.29682,3.6,3
Syokimau,Kenya,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",2,Apartments,102,40,7800000,76471,28000,275,3000,92438.63,92438.6287,3.3,4
Syokimau,Kenya,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",2,Apartments,108,40,8200000,75926,30000,278,3000,97179.07,97179.07119,3.2,4
Syokimau,Kenya,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",3,Apartments,116,40,9000000,77586,35000,302,3000,106659.96,106659.9562,3,4
Syokimau,Kenya,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",3,Apartments,127,40,10000000,78740,38000,299,3000,118511.06,118511.0624,3.1,4
Syokimau,Kenya,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",3,Apartments,161,40,13100000,81366,40000,248,3000,155249.49,154064.3812,3.9,3
Syokimau,Kenya,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",3,Apartments,180,40,12500000,69444,40000,222,3000,148138.83,148138.828,3.7,3
Syokimau,Kenya,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",4,Apartments,249,40,17000000,68273,65000,261,3000,201468.81,201468.8061,3.1,4
Syokimau,Kenya,Apple Tree Apartments,Acme Wanji Investment Company,"-1.38336, 36.92052",5,Apartments,307,40,20000000,65147,75000,244,3000,237022.12,237022.1249,3.2,4
Karen,Kenya,Applewood Villas,Cytonn Real Estate,"-1.31233, 36.71223",5,Maisonette,111,18,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Lavington,Kenya,Ashton Court,AMS Properties,"-1.29542, 36.76429",3,Apartments,196,35,12174005.0890585,93429.5354752343,120000,612,3003,139923.78536802,123660.884771413,2.46908850726552,5
Dagoretti,Kenya,Aspire Heights,Aspire Heights KE,"-1.27998, 36.73890",2,Apartments,101,44,7500000,74257,45000,446,3003,88883.3,123660.884771413,2,6
Dagoretti,Kenya,Aspire Heights,Aspire Heights KE,"-1.27998, 36.73890",3,Apartments,119,21,9500000,79832,55000,462,3003,112585.51,123660.884771413,2,6
Syokimau,Kenya,Athi View Apartment,SJR Properties Limited,"-1.35543, 36.92426",3,Apartments,113,40,12900000,114159,50000,442,3003,152879.27,123660.884771413,3.1,4
Athi River,Kenya,Athi View Estate,SJR Properties Limited,"-1.35355, 36.92668",2,Townhouses,102,40,5000000,49020,30000,294,3000,59255.53,59255.53122,2,6
Athi River,Kenya,Athi View Estate,SJR Properties Limited,"-1.35355, 36.92668",3,Townhouses,113,40,8000000,70796,45000,398,3000,94808.85,94808.84995,2.1,6
Athi River,Kenya,Athi View Estate,SJR Properties Limited,"-1.35355, 36.92668",4,Townhouses,153,40,11500000,75163,50000,327,3000,136287.72,136287.7218,2.7,4
Athi River,Kenya,Athi View Estate,SJR Properties Limited,"-1.35355, 36.92668",4,Townhouses,177,40,12000000,67797,50000,282,3000,142213.27,142213.2749,2.8,4
Parklands,Kenya,Aura Duplex,Cytonn Real Estate,"-1.26520, 36.81978",4,Apartments,372,52,28000000,75269,59775.1237623762,488.966974900925,3003,331830.97,123660.884771413,2.46908850726552,5
Thika,Kenya,Bahati Ridge,Bahati Ridge Development Ltd,"-1.00998, 37.05941",4,Maisonette,153,40,16000000,104378,70000,457,3000,189617.7,179083.3832,2.7,4
Upperhill,Kenya,Bamboo Gardens,Cytonn Real Estate,"-1.30208, 36.81461",3,Apartments,111,42,25200000,93429.5354752343,90000,488.966974900925,3003,298647.88,123660.884771413,3.3,4
South C,Kenya,Bandari Apartments,Kenya Ports Authority Pension Scheme,"-1.32586, 36.84006",2,Apartments,102,40,15000000,147059,59775.1237623762,488.966974900925,3003,177766.59,123660.884771413,2.46908850726552,5
South C,Kenya,Bandari Apartments,Kenya Ports Authority Pension Scheme,"-1.32586, 36.84006",3,Apartments,168,198,16500000,98214,90000,536,3003,195543.25,123660.884771413,2.2,6
Parklands,Kenya,Batu Hill Apartments,Cytonn Real Estate,"-1.26442, 36.81913",4,Apartments,246,32,29000000,117886,135000,549,3003,343682.08,123660.884771413,2.5,5
Upperhill,Kenya,Bay hill Gardens,Winsor Limited,"-1.30448, 36.81298",3,Apartments,221,12,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Upperhill,Kenya,Bay hill Gardens,Winsor Limited,"-1.30448, 36.81298",4,Apartments,265,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
South B,Kenya,Bellcrest Courts,Hamilton Dalton Homes,"-1.31926, 36.84222",2,Apartments,111,21,7500000,93429.5354752343,37000,488.966974900925,3003,88883.3,123660.884771413,2.4,5
South B,Kenya,Bellcrest Courts,Hamilton Dalton Homes,"-1.31926, 36.84222",3,Apartments,120,10,11500000,95833,45000,375,3003,136287.72,123660.884771413,3,4
South C,Kenya,Bellevue Apartments,Cytonn Real Estate,"-1.32814, 36.83484",3,Apartments,139,40,12800000,92086,130000,935,3003,151694.16,123660.884771413,1.2,10
Syokimau,Kenya,Best Homes Apartments,Cytonn Real Estate,"-1.38402, 36.92766",2,Apartments,90,40,5700000,63333,30000,333,3003,67551.31,123660.884771413,2.3,5
Syokimau,Kenya,Best Homes Apartments,Cytonn Real Estate,"-1.38402, 36.92766",3,Apartments,123,40,7800000,63415,30000,244,3003,92438.63,123660.884771413,3.1,4
Thindigua,Kenya,Blessed Gardens,Cytonn Real Estate,"-1.20361, 36.83755",3,Apartments,150,40,13000000,86667,50000,333,3003,154064.38,123660.884771413,3.1,4
Kitengela,Kenya,Bonito Serene Homes,Bonito Properties Ltd,"-1.50916, 36.94567",3,Maisonette,111,40,8750000,93429.5354752343,35000,488.966974900925,3000,103697.18,97936.2252,3,4
Kitengela,Kenya,Bonito Serene Homes,Bonito Properties Ltd,"-1.50916, 36.94567",4,Maisonette,240,40,9750000,40678,40000,167,3000,115548.29,109128.9367,2.9,4
Kitengela,Kenya,Boston Estate,Bonfide Group,"-1.54277, 36.94067",3,Maisonette,166,40,13000000,78313,35000,211,3000,154064.38,145505.2489,4.4,3
Kitengela,Kenya,Boston Estate,Bonfide Group,"-1.54277, 36.94067",4,Maisonette,185,40,14000000,75676,45000,243,3000,165915.49,156697.9603,3.7,3
Ruaka,Kenya,Bounty's Apartments,Cytonn Real Estate,"-1.20392, 36.76755",1,Apartments,60,40,7000000,116667,35000,583,3000,82957.74,78348.98016,2.4,5
Ruaka,Kenya,Bounty's Apartments,Cytonn Real Estate,"-1.20392, 36.76755",2,Apartments,80,40,8500000,106250,45000,563,3000,100734.4,95138.04734,2.2,5
Ongata Rongai,Kenya,Breezi Ville Apartments,Cytonn Real Estate,"-1.39345, 36.78521",2,Apartments,120,40,5800000,48333,32000,267,3003,68736.42,123660.884771413,2.1,6
Ongata Rongai,Kenya,Breezi Ville Apartments,Cytonn Real Estate,"-1.39345, 36.78521",3,Apartments,150,40,8400000,56000,40000,267,3003,99549.29,123660.884771413,2.5,5
Ongata Rongai,Kenya,Breezy Ville Apartments,Cytonn Real Estate,"-1.39345, 36.78521",2,Apartments,150,40,5500000,36680,18000,120,3000,65181.08,61559.91299,3.6,3
Ongata Rongai,Kenya,Breezy Ville Apartments,Cytonn Real Estate,"-1.39345, 36.78521",3,Apartments,125,40,7000000,56021,22000,176,3000,82957.74,78348.98016,3.8,3
Kileleshwa,Kenya,Bric Apartments,Cytonn Real Estate,"-1.29330, 36.77317",3,Apartments,196,40,18500000,94388,105000,536,3003,219245.47,123660.884771413,2.1,6
Kileleshwa,Kenya,Bric Apartments,Cytonn Real Estate,"-1.29330, 36.77317",4,Apartments,213,40,21000000,98592,120000,563,3003,248873.23,123660.884771413,2.1,6
Lower Kabete,Kenya,Bridgeview,Cytonn Real Estate,"-1.25818, 36.72249",2,Apartments,95,8,10650000,112105,55000,579,3003,126214.28,123660.884771413,2.3,5
Lower Kabete,Kenya,Bridgeview,Cytonn Real Estate,"-1.25818, 36.72249",3,Apartments,127,42,14400000,113386,60000,472,3003,170655.93,123660.884771413,2.8,4
Thindigua,Kenya,Brisbane Heights,Kingspride Developers,"-1.21907, 36.84380",2,Apartments,85,40,6950000,81765,50000,588,3000,82365.19,77789.34459,1.6,7
Thindigua,Kenya,Brisbane Heights,Kingspride Developers,"-1.21907, 36.84380",3,Apartments,110,40,8950000,81364,55000,500,3000,106067.4,100174.7675,1.9,6
Ruaka,Kenya,Burton,Cytonn Real Estate,"-1.20413, 36.76751",3,Apartments,141,12,13000000,92199,65000,461,3003,154064.38,123660.884771413,2.4,5
Kikuyu,Kenya,Bustani Estate,Cytonn Real Estate,"-1.25348, 36.69524",2,Apartments,85,45,6800000,80000,45000,529,3003,80587.52,123660.884771413,1.8,7
Kikuyu,Kenya,Bustani Estate,Cytonn Real Estate,"-1.25348, 36.69524",3,Apartments,110,45,8000000,72727,70000,636,3003,94808.85,123660.884771413,1.4,9
Ongata Rongai,Kenya,Calm Homes,Cytonn Real Estate,"-1.39307, 36.74525",3,Apartments,123,40,6200000,50407,45000,366,3003,73476.86,123660.884771413,1.6,7
Ruaka,Kenya,Camden Apartments,Cytonn Real Estate,"-1.20509, 36.76787",3,Apartments,125,20,10250000,82000,50000,400,3003,121473.84,123660.884771413,2.4,5
South B,Kenya,Capital View Apartments,Cytonn Real Estate,"-1.31916, 36.84298",2,Apartments,100,9,9000000,90000,45000,450,3003,106659.96,123660.884771413,2.4,5
South B,Kenya,Capital View Apartments,Cytonn Real Estate,"-1.31916, 36.84298",3,Apartments,130,9,13500000,103846,55000,423,3003,159989.93,123660.884771413,2.9,4
Juja,Kenya,Caren Gardens,Cytonn Real Estate,"-1.11486, 37.04034",4,Maisonette,130,38,16000000,123077,40000,308,3000,189617.7,179083.3832,4.7,3
Joska,Kenya,Casa Mia,Ghanima Limited,"-1.28075, 37.11530",3,Bungalows,95,40,5950000,62667,30000,316,3000,70514.08,66596.63314,2.4,5
Uthiru,Kenya,Cedar Park Estate,Banda Homes,"-1.26195, 36.71767",3,Bungalows,138,49,12174005.0890585,93429.5354752343,35000,254,3003,139923.78536802,123660.884771413,2.46908850726552,5
Kilimani,Kenya,Century,GNA Real Estate,"-1.29735, 36.79710",3,Apartments,212,60,14000000,66038,65000,307,3003,165915.49,123660.884771413,2.6,5
Kilimani,Kenya,Century,Cytonn Real Estate,"-1.29735, 36.79710",4,Apartments,246,48,21000000,85366,75000,305,3003,248873.23,123660.884771413,3.3,4
Thika,Kenya,Chania Garden,Cytonn Real Estate,"-1.05358, 37.09556",3,Bungalows,132,68,13000000,98544,45000,341,3000,154064.38,145505.2489,3.4,4
Thika,Kenya,Chania Garden,Cytonn Real Estate,"-1.05358, 37.09556",4,Bungalows,111,68,15000000,93429.5354752343,50000,488.966974900925,3000,177766.59,167890.6718,3.6,3
Kileleshwa,Kenya,Chiluma Apartments,Cytonn Real Estate,"-1.28377, 36.78422",3,Apartments,100,48,21000000,210000,100000,1000,3003,248873.23,123660.884771413,2.5,5
Kilimani,Kenya,Cicada Crest,Saif Real Estate,"-1.29622, 36.79010",3,Apartments,218,120,18000000,82569,100000,459,3000,213319.91,201468.8061,2.1,6
Kileleshwa,Kenya,City C Breeze,Cytonn Real Estate,"-1.28652, 36.78090",3,Apartments,205,40,19500000,95122,100000,488,3003,231096.57,123660.884771413,2.3,5
Thindigua,Kenya,Cora Bells,Tsavo,"-1.20363, 36.83817",1,Studio,19,40,1550000,83421,12000,646,3000,18369.21,17348.70275,1.5,8
Thindigua,Kenya,Cora Bells,Tsavo,"-1.20363, 36.83817",1,Apartments,30,40,2550000,85776,20000,673,3000,30220.32,28541.4142,1.5,8
Kilimani,Kenya,Crest Park,Cytonn Real Estate,"-1.28528, 36.78669",2,Apartments,170,36,13000000,76471,90000,529,3003,154064.38,123660.884771413,1.7,7
Kilimani,Kenya,Crest Park,Cytonn Real Estate,"-1.28528, 36.78669",3,Apartments,115,24,15000000,130435,110000,957,3003,177766.59,123660.884771413,1.6,7
Upperhill,Kenya,Crystal Court,Cytonn Real Estate,"-1.30465, 36.81870",2,Apartments,105,16,16000000,152381,74000,705,3003,189617.7,123660.884771413,2.6,5
Kileleshwa,Kenya,Crystal Suites,Cytonn Real Estate,"-1.28273, 36.78005",1,Apartments,57,40,10500000,184211,45000,789,3003,124436.62,123660.884771413,2.8,4
Kileleshwa,Kenya,Crystal Suites,Cytonn Real Estate,"-1.28273, 36.78005",2,Apartments,87,40,15000000,172414,65000,747,3003,177766.59,123660.884771413,2.7,4
Ruiru,Kenya,DanJose Villas,Cytonn Real Estate,"-1.16520, 36.96385",3,Maisonette,130,40,10500000,80730,40000,308,3000,124436.62,117523.4702,3.1,4
Ruiru,Kenya,DanJose Villas,Cytonn Real Estate,"-1.16520, 36.96385",4,Maisonette,163,40,11000000,67659,45000,277,3000,130362.17,123119.826,2.9,4
Syokimau,Kenya,Delta plains,Delta Corporation East Africa,"-1.42184, 36.95606",3,Townhouses,149,40,14000000,94185,55000,370,3000,165915.49,165915.4874,3,4
South C,Kenya,DG Oasis Apartments,Cytonn Real Estate,"-1.32563, 36.82317",3,Apartments,167,128,17500000,104790,80000,479,3003,207394.36,123660.884771413,2.6,5
South C,Kenya,DG Oasis Apartments,Cytonn Real Estate,"-1.32563, 36.82317",3,Apartments,167,40,18500000,110778,90000,539,3003,219245.47,123660.884771413,2.4,5
Ngong,Kenya,Dolphin Estate,Cytonn Real Estate,"-1.40958, 36.72996",3,Bungalows,100,40,5500000,55000,30000,300,3000,65181.08,61559.91299,2.2,6
Kitengela,Kenya,Dorcas Villas,Realto Group Limited,"-1.49432, 36.95020",3,Bungalows,111,40,8500000,93429.5354752343,35000,488.966974900925,3000,100734.4,95138.04734,2.9,4
Lang'ata,Kenya,Dorothy park apartments,Cytonn Real Estate,"-1.33162, 36.81795",3,Apartments,167,32,18000000,107784,100000,599,3003,213319.91,123660.884771413,2.1,6
Parklands,Kenya,Dwarkesh,Cytonn Real Estate,"-1.26359, 36.81538",2,Apartments,145,21,16000000,110345,55000,379,3003,189617.7,123660.884771413,3.4,4
Parklands,Kenya,Dwarkesh,Cytonn Real Estate,"-1.26359, 36.81538",3,Apartments,200,8,20000000,100000,75000,375,3003,237022.12,123660.884771413,3.2,4
Ruaka,Kenya,Eagle Parlour,Cytonn Real Estate,"-1.20857, 36.78789",2,Apartments,97,20,9000000,92784,65000,670,3003,106659.96,123660.884771413,1.6,7
Ruaka,Kenya,Eagle Parlour,Cytonn Real Estate,"-1.20857, 36.78789",3,Apartments,110,20,11000000,100000,70000,636,3003,130362.17,123660.884771413,1.9,6
Syokimau,Kenya,Easy Prestige Apartments,Cytonn Real Estate,"-1.36396, 36.91943",3,Apartments,61,40,6500000,106557,59775.1237623762,488.966974900925,3003,77032.19,123660.884771413,2.46908850726552,5
Thindigua,Kenya,Eden Ville,Paramount Chief Estate Ltd,"-1.18148, 36.82974",3,Maisonette,159,40,18450000,116138,100000,629,3000,218652.91,206505.5263,2.2,6
Thindigua,Kenya,Eden Ville,Paramount Chief Estate Ltd,"-1.18148, 36.82974",3,Maisonette,164,40,25000000,152378,100000,610,3000,296277.66,279817.7863,3,4
Thindigua,Kenya,Eden Ville,Paramount Chief Estate Ltd,"-1.18148, 36.82974",4,Maisonette,174,40,19950000,114835,130000,748,3000,236429.57,223294.5935,1.8,7
Thindigua,Kenya,Eden Ville,Paramount Chief Estate Ltd,"-1.18148, 36.82974",4,Maisonette,111,40,30000000,93429.5354752343,130000,488.966974900925,3000,355533.19,335781.3436,2.7,4
Westlands,Kenya,Elite Residence,Cytonn Real Estate,"-1.27046, 36.81042",2,Apartments,80,42,11000000,137500,75000,938,3003,130362.17,123660.884771413,1.7,7
Kikuyu,Kenya,Emmarentia,Cytonn Real Estate,"-1.23441, 36.66425",2,Apartments,90,20,9000000,100000,44000,489,3003,106659.96,123660.884771413,2.4,5
Kikuyu,Kenya,Emmarentia,Cytonn Real Estate,"-1.23441, 36.66425",3,Apartments,131,10,12000000,91603,72000,550,3003,142213.27,123660.884771413,2,6
Ngong,Kenya,Engaji Apartments,Cytonn Real Estate,"-1.36062, 36.65297",2,Apartments,90,40,6000000,66667,23500,261,3003,71106.64,123660.884771413,3,4
Isinya,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",3,Bungalows,140,40,9500000,67857,40000,286,3000,112585.51,106330.7588,2.8,4
Kitengela,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",3,Bungalows,110,40,5600000,50909,30000,273,3000,66366.19,62679.18413,2.2,5
Kitengela,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",3,Bungalows,125,40,6330000,50640,35000,280,3000,75017.5,70849.86349,2.1,6
Kitengela,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",3,Bungalows,130,40,6600000,50769,33000,254,3000,78217.3,73871.89558,2.4,5
Kitengela,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",3,Bungalows,140,40,7100000,50714,40000,286,3000,84142.85,79468.25131,2.1,6
Kitengela,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",3,Bungalows,144,40,7300000,50694,38000,264,3000,86513.08,81706.7936,2.3,5
Kitengela,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",3,Bungalows,148,40,8900000,60135,42000,284,3000,105474.85,99615.13192,2.5,5
Isinya,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",4,Bungalows,122,40,6500000,53279,30000,246,3000,77032.19,72752.62444,2.6,5
Isinya,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",4,Bungalows,180,40,10500000,58333,50000,278,3000,124436.62,148303.4267,2.5,5
Kitengela,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",4,Bungalows,148,40,5600000,37838,45000,304,3000,66366.19,62679.18413,1.5,8
Kitengela,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",4,Bungalows,168,40,9900000,58929,50000,298,3000,117325.95,110807.8434,2.3,5
Kitengela,Kenya,Enka Gardens,Enkavilla properties,"-1.69324, 36.84621",4,Bungalows,180,40,9120000,50667,55000,306,3000,108082.09,102077.5284,2,6
Dagoretti,Kenya,Enkang Apartments,Eris Property,"-1.29381, 36.73980",1,Apartments,31,40,3200000,103226,15000,484,3000,37923.54,35816.67665,2.5,5
Dagoretti,Kenya,Enkang Apartments,Eris Property,"-1.29381, 36.73980",1,Apartments,50,40,4500000,90000,20000,400,3000,53329.98,50367.20153,2.7,5
Dagoretti,Kenya,Enkang Apartments,Eris Property,"-1.29381, 36.73980",2,Apartments,85,40,7500000,88235,25000,294,3000,88883.3,83945.33589,3.6,3
Dagoretti,Kenya,Enkang Apartments,Eris Property,"-1.29381, 36.73980",3,Apartments,110,40,8500000,77273,30000,273,3000,100734.4,95138.04734,3.4,4
South C,Kenya,Enzi Heights,Cytonn Real Estate,"-1.32419, 36.84353",1,Apartments,67,40,7300000,108955,45000,672,3003,86513.08,123660.884771413,1.9,6
South C,Kenya,Enzi Heights,Cytonn Real Estate,"-1.32419, 36.84353",2,Apartments,90,40,10000000,111111,90000,1000,3003,118511.06,123660.884771413,1.3,9
South C,Kenya,Enzi Heights,Cytonn Real Estate,"-1.32419, 36.84353",3,Apartments,120,40,13600000,113333,120000,1000,3003,161175.04,123660.884771413,1.3,9
Wangige,Kenya,Epic Ridge,Cytonn Real Estate,"-1.23134, 36.72773",1,Apartments,17,40,1100000,66667,10000,606,3003,13036.22,123660.884771413,1.3,9
Wangige,Kenya,Epic Ridge,Cytonn Real Estate,"-1.23134, 36.72773",1,Apartments,34,54,2700000,79412,17000,500,3003,31997.99,123660.884771413,1.9,6
Wangige,Kenya,Epic Ridge,Cytonn Real Estate,"-1.23134, 36.72773",2,Apartments,56,40,3500000,62500,30000,536,3003,41478.87,123660.884771413,1.4,9
Utawala,Kenya,Evergreen Valley,Cytonn Real Estate,"-1.29847, 36.98586",2,Apartments,73,40,3900000,53425,25000,342,3000,46219.31,43651.57466,1.8,7
Utawala,Kenya,Evergreen Valley,Cytonn Real Estate,"-1.29847, 36.98586",3,Apartments,101,40,4900000,48515,30000,297,3000,58070.42,54844.28611,1.9,6
Utawala,Kenya,Evergreen Valley,Cytonn Real Estate,"-1.29847, 36.98586",3,Apartments,118,40,9500000,80508,35000,297,3000,112585.51,106330.7588,3.2,4
Utawala,Kenya,Evergreen Valley,Cytonn Real Estate,"-1.29847, 36.98586",2.64383561643836,Apartments,111,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Athi River,Kenya,Fadhili Retirement Village,Superior Homes Limited,"-1.46239, 37.01256",2,Bungalows,120,40,11980000,99833,55000,458,3000,141976.25,141976.2528,2.6,5
Uthiru,Kenya,Fahari Gardens,Cytonn Real Estate,"-1.25672, 36.70217",2,Apartments,90,40,8000000,88889,37000,411,3003,94808.85,123660.884771413,2.6,5
Uthiru,Kenya,Fahari Gardens,Cytonn Real Estate,"-1.25672, 36.70217",2,Apartments,90,10,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Uthiru,Kenya,Fahari Gardens,Cytonn Real Estate,"-1.25672, 36.70217",3,Apartments,115,40,8600000,74783,55000,478,3003,101919.51,123660.884771413,1.9,7
Uthiru,Kenya,Fahari Gardens,Cytonn Real Estate,"-1.25672, 36.70217",3,Apartments,125,37,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Upperhill,Kenya,Fahari Heights,Cytonn Real Estate,"-1.30325, 36.82009",2,Apartments,112,48,19000000,169643,155000,1384,3003,225171.02,123660.884771413,1.5,8
Upperhill,Kenya,Fahari Heights,Cytonn Real Estate,"-1.30325, 36.82009",3,Apartments,172,24,24000000,139535,200000,1163,3003,284426.55,123660.884771413,1.4,8
Syokimau,Kenya,Fairfield Gardens,Mansions and General Limited,"-1.37342, 36.94288",4,Townhouses,190,40,14500000,76316,60000,316,3000,171841.04,171841.0405,2.9,4
Uthiru,Kenya,Finheights Apartments,Cytonn Real Estate,"-1.28172, 36.72843",2,Apartments,125,40,7500000,60000,60000,480,3003,88883.3,123660.884771413,1.5,8
Uthiru,Kenya,Finheights Apartments,Cytonn Real Estate,"-1.28172, 36.72843",2,Apartments,135,40,8000000,59259,50000,370,3003,94808.85,123660.884771413,1.9,6
Thika,Kenya,Flame Tree Park,Cytonn Real Estate,"-1.05901, 37.12071",3,Apartments,85,40,4500000,52938,30000,353,3000,53329.98,50367.20153,1.8,7
