Country,Measure,Large subnational region,Variable,Year,Value
Togo,Square kilometers,Maritime,Area built-up before,1975,114.417
Togo,Square kilometers,Maritime,Area built-up before,1990,139.8591
Togo,Square kilometers,Maritime,Area built-up before,2000,181.4994
Togo,Square kilometers,Maritime,Area built-up before,2014,196.1946
Togo,Square kilometers,Maritime,Built-up since 1990,2000,41.6403
Togo,Square kilometers,Maritime,Built-up since 1990,2014,56.3355
Togo,Square kilometers,Maritime,Built-up since 2000,2014,14.6952
Togo,Percent of total land area,Maritime,Area built-up before,1975,1.849803736
Togo,Percent of total land area,Maritime,Area built-up before,1990,2.261131525
Togo,Percent of total land area,Maritime,Area built-up before,2000,2.934339024
Togo,Percent of total land area,Maritime,Area built-up before,2014,3.171919418
Togo,Percent of total land area,Maritime,Built-up since 1990,2000,0.6732075
Togo,Percent of total land area,Maritime,Built-up since 1990,2014,0.910787893
Togo,Percent of total land area,Maritime,Built-up since 1975,1990,0.411327789
Togo,Square kilometers,Plateaux,Area built-up before,1975,12.3246
Togo,Square kilometers,Plateaux,Area built-up before,1990,21.2247
Togo,Square kilometers,Plateaux,Area built-up before,2000,30.0798
Togo,Square kilometers,Plateaux,Area built-up before,2014,34.4367
Togo,Square kilometers,Plateaux,Built-up since 1990,2000,8.8551
Togo,Square kilometers,Plateaux,Built-up since 1990,2014,13.212
Togo,Square kilometers,Plateaux,Built-up since 2000,2014,4.3569
Togo,Square kilometers,Plateaux,Built-up since 1975,1990,8.9001
Togo,Percent of total land area,Plateaux,Area built-up before,1975,0.071292491
Togo,Percent of total land area,Plateaux,Area built-up before,1990,0.122775728
Togo,Percent of total land area,Plateaux,Area built-up before,2000,0.173998659
Togo,Percent of total land area,Plateaux,Area built-up before,2014,0.199201445
Togo,Percent of total land area,Plateaux,Built-up since 1990,2000,0.051222931
Togo,Percent of total land area,Plateaux,Built-up since 1990,2014,0.076425717
Togo,Percent of total land area,Plateaux,Built-up since 1975,1990,0.051483237
Tunisia,Square kilometers,Tozeur,Area built-up before,1975,32.0013
Tunisia,Square kilometers,Tozeur,Area built-up before,1990,36.909
Tunisia,Square kilometers,Tozeur,Area built-up before,2000,40.0275
Tunisia,Square kilometers,Tozeur,Area built-up before,2014,41.1489
Tunisia,Square kilometers,Tozeur,Built-up since 1990,2000,3.1185
Tunisia,Square kilometers,Tozeur,Built-up since 1990,2014,4.2399
Tunisia,Square kilometers,Tozeur,Built-up since 1975,1990,4.9077
Tunisia,Percent of total land area,Tozeur,Area built-up before,1975,0.55275407
Tunisia,Percent of total land area,Tozeur,Area built-up before,1990,0.6375241
Tunisia,Percent of total land area,Tozeur,Area built-up before,2000,0.691389523
Tunisia,Percent of total land area,Tozeur,Area built-up before,2014,0.710759311
Tunisia,Percent of total land area,Tozeur,Built-up since 1990,2000,0.053865423
Tunisia,Percent of total land area,Tozeur,Built-up since 1990,2014,0.073235212
Tunisia,Percent of total land area,Tozeur,Built-up since 2000,2014,0.019369789
Tunisia,Square kilometers,Kairouan,Area built-up before,1975,6.0525
Tunisia,Square kilometers,Kairouan,Area built-up before,1990,13.8501
Tunisia,Square kilometers,Kairouan,Area built-up before,2000,17.9316
Tunisia,Square kilometers,Kairouan,Area built-up before,2014,20.5965
Tunisia,Square kilometers,Kairouan,Built-up since 1990,2000,4.0815
Tunisia,Square kilometers,Kairouan,Built-up since 1990,2014,6.7464
Tunisia,Square kilometers,Kairouan,Built-up since 1975,1990,7.7976
Tunisia,Percent of total land area,Kairouan,Area built-up before,1975,0.09369807
Tunisia,Percent of total land area,Kairouan,Area built-up before,1990,0.214411836
Tunisia,Percent of total land area,Kairouan,Area built-up before,2000,0.277597077
Tunisia,Percent of total land area,Kairouan,Area built-up before,2014,0.318852093
Tunisia,Percent of total land area,Kairouan,Built-up since 1990,2000,0.063185241
Tunisia,Percent of total land area,Kairouan,Built-up since 1990,2014,0.104440257
Tunisia,Square kilometers,Nabeul,Area built-up before,1975,45.8019
Tunisia,Square kilometers,Nabeul,Area built-up before,1990,58.9887
Tunisia,Square kilometers,Nabeul,Area built-up before,2000,71.2251
Tunisia,Square kilometers,Nabeul,Area built-up before,2014,86.8878
Tunisia,Square kilometers,Nabeul,Built-up since 1975,1990,13.1868
Tunisia,Percent of total land area,Nabeul,Area built-up before,1975,1.603090322
Tunisia,Percent of total land area,Nabeul,Area built-up before,1990,2.06463518
Tunisia,Percent of total land area,Nabeul,Area built-up before,2000,2.492915545
Tunisia,Percent of total land area,Nabeul,Area built-up before,2014,3.041118191
Tunisia,Percent of total land area,Nabeul,Built-up since 1990,2000,0.428280364
Tunisia,Percent of total land area,Nabeul,Built-up since 1990,2014,0.976483011
Tunisia,Percent of total land area,Nabeul,Built-up since 2000,2014,0.548202646
Tunisia,Square kilometers,Gafsa,Area built-up before,1975,11.0727
Tunisia,Square kilometers,Gafsa,Area built-up before,1990,21.4524
Tunisia,Square kilometers,Gafsa,Area built-up before,2000,25.2342
Tunisia,Square kilometers,Gafsa,Area built-up before,2014,26.6031
Tunisia,Square kilometers,Gafsa,Built-up since 1990,2000,3.7818
Tunisia,Square kilometers,Gafsa,Built-up since 1990,2014,5.1507
Tunisia,Square kilometers,Gafsa,Built-up since 2000,2014,1.3689
Tunisia,Square kilometers,Gafsa,Built-up since 1975,1990,10.3797
Tunisia,Percent of total land area,Gafsa,Area built-up before,1975,0.145592981
Tunisia,Percent of total land area,Gafsa,Area built-up before,1990,0.282073827
Tunisia,Percent of total land area,Gafsa,Area built-up before,2000,0.331800049
Tunisia,Percent of total land area,Gafsa,Area built-up before,2014,0.349799474
Tunisia,Percent of total land area,Gafsa,Built-up since 1990,2000,0.049726222
Tunisia,Percent of total land area,Gafsa,Built-up since 1990,2014,0.067725647
Tunisia,Percent of total land area,Gafsa,Built-up since 1975,1990,0.136480846
Tunisia,Square kilometers,Kebili,Area built-up before,1975,31.1652
Tunisia,Square kilometers,Kebili,Area built-up before,1990,41.1858
Tunisia,Square kilometers,Kebili,Area built-up before,2000,42.6708
Tunisia,Square kilometers,Kebili,Area built-up before,2014,44.9127
Tunisia,Square kilometers,Kebili,Built-up since 1990,2000,1.485
Tunisia,Square kilometers,Kebili,Built-up since 1990,2014,3.7269
Tunisia,Square kilometers,Kebili,Built-up since 2000,2014,2.2419
Tunisia,Percent of total land area,Kebili,Area built-up before,1975,0.138186168
Tunisia,Percent of total land area,Kebili,Area built-up before,1990,0.182617403
Tunisia,Percent of total land area,Kebili,Area built-up before,2000,0.189201877
Tunisia,Percent of total land area,Kebili,Area built-up before,2014,0.199142438
Tunisia,Percent of total land area,Kebili,Built-up since 2000,2014,0.009940561
Tunisia,Percent of total land area,Kebili,Built-up since 1975,1990,0.044431235
Tunisia,Square kilometers,Tataouine,Area built-up before,1975,3.4605
Tunisia,Square kilometers,Tataouine,Area built-up before,1990,7.7913
Tunisia,Square kilometers,Tataouine,Area built-up before,2000,10.62
Tunisia,Square kilometers,Tataouine,Area built-up before,2014,11.6289
Tunisia,Square kilometers,Tataouine,Built-up since 1990,2000,2.8287
Tunisia,Square kilometers,Tataouine,Built-up since 1990,2014,3.8376
Tunisia,Square kilometers,Tataouine,Built-up since 2000,2014,1.0089
Tunisia,Square kilometers,Tataouine,Built-up since 1975,1990,4.3308
Tunisia,Percent of total land area,Tataouine,Area built-up before,1975,0.008943173
Tunisia,Percent of total land area,Tataouine,Area built-up before,1990,0.020135513
Tunisia,Percent of total land area,Tataouine,Area built-up before,2000,0.027445889
Tunisia,Percent of total land area,Tataouine,Area built-up before,2014,0.030053248
Tunisia,Percent of total land area,Tataouine,Built-up since 1990,2000,0.007310375
Tunisia,Percent of total land area,Tataouine,Built-up since 1990,2014,0.009917735
Tunisia,Percent of total land area,Tataouine,Built-up since 1975,1990,0.01119234
Tunisia,Square kilometers,Sidi Bouz,Area built-up before,1975,0.5481
Tunisia,Square kilometers,Sidi Bouz,Area built-up before,1990,6.1326
Tunisia,Square kilometers,Sidi Bouz,Area built-up before,2000,10.1655
Tunisia,Square kilometers,Sidi Bouz,Area built-up before,2014,12.6603
Tunisia,Square kilometers,Sidi Bouz,Built-up since 1990,2000,4.0329
Tunisia,Square kilometers,Sidi Bouz,Built-up since 1990,2014,6.5277
Tunisia,Square kilometers,Sidi Bouz,Built-up since 2000,2014,2.4948
Tunisia,Percent of total land area,Sidi Bouz,Area built-up before,1975,0.007420961
Tunisia,Percent of total land area,Sidi Bouz,Area built-up before,1990,0.083031905
Tunisia,Percent of total land area,Sidi Bouz,Area built-up before,2000,0.13763507
Tunisia,Percent of total land area,Sidi Bouz,Area built-up before,2014,0.171413239
Tunisia,Percent of total land area,Sidi Bouz,Built-up since 1990,2000,0.054603165
Tunisia,Percent of total land area,Sidi Bouz,Built-up since 1990,2014,0.088381334
Tunisia,Percent of total land area,Sidi Bouz,Built-up since 2000,2014,0.033778169
Tunisia,Percent of total land area,Sidi Bouz,Built-up since 1975,1990,0.075610944
Tunisia,Square kilometers,Manouba,Area built-up before,1975,13.4154
Tunisia,Square kilometers,Manouba,Area built-up before,1990,24.8994
Tunisia,Square kilometers,Manouba,Area built-up before,2000,29.34
Tunisia,Square kilometers,Manouba,Area built-up before,2014,34.8408
Tunisia,Square kilometers,Manouba,Built-up since 1990,2000,4.4406
Tunisia,Square kilometers,Manouba,Built-up since 1990,2014,9.9414
Tunisia,Square kilometers,Manouba,Built-up since 2000,2014,5.5008
Tunisia,Square kilometers,Manouba,Built-up since 1975,1990,11.484
Tunisia,Percent of total land area,Manouba,Area built-up before,1975,1.231703347
Tunisia,Percent of total land area,Manouba,Area built-up before,1990,2.286079753
Tunisia,Percent of total land area,Manouba,Area built-up before,2000,2.69378298
Tunisia,Percent of total land area,Manouba,Area built-up before,2014,3.198825973
Tunisia,Percent of total land area,Manouba,Built-up since 1990,2000,0.407703228
Tunisia,Percent of total land area,Manouba,Built-up since 1990,2014,0.912746221
Tunisia,Percent of total land area,Manouba,Built-up since 2000,2014,0.505042993
Tunisia,Percent of total land area,Manouba,Built-up since 1975,1990,1.054376406
Tunisia,Square kilometers,Beja,Area built-up before,1975,3.3264
Tunisia,Square kilometers,Beja,Area built-up before,1990,12.9591
Tunisia,Square kilometers,Beja,Area built-up before,2000,17.4645
Tunisia,Square kilometers,Beja,Area built-up before,2014,21.5388
Tunisia,Square kilometers,Beja,Built-up since 2000,2014,4.0743
Tunisia,Square kilometers,Beja,Built-up since 1975,1990,9.6327
Tunisia,Percent of total land area,Beja,Area built-up before,1975,0.093188656
Tunisia,Percent of total land area,Beja,Area built-up before,1990,0.363047471
Tunisia,Percent of total land area,Beja,Area built-up before,2000,0.489265655
Tunisia,Percent of total land area,Beja,Area built-up before,2014,0.60340663
Tunisia,Percent of total land area,Beja,Built-up since 1990,2000,0.126218184
Tunisia,Percent of total land area,Beja,Built-up since 1990,2014,0.24035916
Tunisia,Percent of total land area,Beja,Built-up since 2000,2014,0.114140975
Tunisia,Percent of total land area,Beja,Built-up since 1975,1990,0.269858815
Tunisia,Square kilometers,Mahdia,Area built-up before,1975,29.7441
Tunisia,Square kilometers,Mahdia,Area built-up before,1990,35.1891
Tunisia,Square kilometers,Mahdia,Area built-up before,2000,40.7817
Tunisia,Square kilometers,Mahdia,Area built-up before,2014,44.1225
Tunisia,Square kilometers,Mahdia,Built-up since 2000,2014,3.3408
Tunisia,Square kilometers,Mahdia,Built-up since 1975,1990,5.445
Tunisia,Percent of total land area,Mahdia,Area built-up before,1975,1.01308001
Tunisia,Percent of total land area,Mahdia,Area built-up before,1990,1.198535971
Tunisia,Percent of total land area,Mahdia,Area built-up before,2000,1.389019168
Tunisia,Percent of total land area,Mahdia,Area built-up before,2014,1.502806363
Tunisia,Percent of total land area,Mahdia,Built-up since 1990,2000,0.190483197
Tunisia,Percent of total land area,Mahdia,Built-up since 1990,2014,0.304270392
Tunisia,Square kilometers,Le Kef,Area built-up before,1975,3.7881
Tunisia,Square kilometers,Le Kef,Area built-up before,1990,7.6491
Tunisia,Square kilometers,Le Kef,Area built-up before,2000,14.3127
Tunisia,Square kilometers,Le Kef,Area built-up before,2014,16.1964
Tunisia,Square kilometers,Le Kef,Built-up since 1990,2000,6.6636
Tunisia,Square kilometers,Le Kef,Built-up since 1990,2014,8.5473
Tunisia,Square kilometers,Le Kef,Built-up since 2000,2014,1.8837
Tunisia,Square kilometers,Le Kef,Built-up since 1975,1990,3.861
Tunisia,Percent of total land area,Le Kef,Area built-up before,1975,0.071888111
Tunisia,Percent of total land area,Le Kef,Area built-up before,1990,0.145159671
Tunisia,Percent of total land area,Le Kef,Area built-up before,2000,0.27161716
Tunisia,Percent of total land area,Le Kef,Area built-up before,2014,0.307364799
Tunisia,Percent of total land area,Le Kef,Built-up since 1990,2000,0.126457489
Tunisia,Percent of total land area,Le Kef,Built-up since 1990,2014,0.162205129
Tunisia,Percent of total land area,Le Kef,Built-up since 2000,2014,0.03574764
Tunisia,Square kilometers,Sousse,Area built-up before,1975,28.9944
Tunisia,Square kilometers,Sousse,Area built-up before,1990,47.3697
Tunisia,Square kilometers,Sousse,Area built-up before,2000,61.4772
Tunisia,Square kilometers,Sousse,Area built-up before,2014,69.7212
Tunisia,Square kilometers,Sousse,Built-up since 1990,2000,14.1075
Tunisia,Square kilometers,Sousse,Built-up since 1990,2014,22.3515
Tunisia,Square kilometers,Sousse,Built-up since 1975,1990,18.3753
Tunisia,Percent of total land area,Sousse,Area built-up before,1975,1.09831329
Tunisia,Percent of total land area,Sousse,Area built-up before,1990,1.794373088
Tunisia,Percent of total land area,Sousse,Area built-up before,2000,2.328767824
Tunisia,Percent of total land area,Sousse,Area built-up before,2014,2.641052084
Tunisia,Percent of total land area,Sousse,Built-up since 1990,2000,0.534394736
Tunisia,Percent of total land area,Sousse,Built-up since 1990,2014,0.846678997
Tunisia,Percent of total land area,Sousse,Built-up since 2000,2014,0.31228426
Tunisia,Percent of total land area,Sousse,Built-up since 1975,1990,0.696059798
Tunisia,Square kilometers,Ben Arous,Area built-up before,1975,34.7454
Tunisia,Square kilometers,Ben Arous,Area built-up before,1990,50.1426
Tunisia,Square kilometers,Ben Arous,Area built-up before,2000,62.3565
Tunisia,Square kilometers,Ben Arous,Area built-up before,2014,69.9867
Tunisia,Square kilometers,Ben Arous,Built-up since 1990,2000,12.2139
Tunisia,Square kilometers,Ben Arous,Built-up since 1990,2014,19.8441
Tunisia,Square kilometers,Ben Arous,Built-up since 2000,2014,7.6302
Tunisia,Square kilometers,Ben Arous,Built-up since 1975,1990,15.3972
Tunisia,Percent of total land area,Ben Arous,Built-up since 1990,2000,1.859000351
Tunisia,Percent of total land area,Ben Arous,Built-up since 1990,2014,3.02034476
Tunisia,Percent of total land area,Ben Arous,Built-up since 2000,2014,1.161344409
Tunisia,Square kilometers,Bizerte,Area built-up before,1975,31.1805
Tunisia,Square kilometers,Bizerte,Area built-up before,1990,48.8061
Tunisia,Square kilometers,Bizerte,Area built-up before,2000,54.9117
Tunisia,Square kilometers,Bizerte,Area built-up before,2014,63.7155
Tunisia,Square kilometers,Bizerte,Built-up since 1990,2000,6.1056
Tunisia,Square kilometers,Bizerte,Built-up since 1990,2014,14.9094
Tunisia,Square kilometers,Bizerte,Built-up since 2000,2014,8.8038
Tunisia,Percent of total land area,Bizerte,Area built-up before,1975,0.89477387
Tunisia,Percent of total land area,Bizerte,Area built-up before,1990,1.400568399
Tunisia,Percent of total land area,Bizerte,Area built-up before,2000,1.575778269
Tunisia,Percent of total land area,Bizerte,Area built-up before,2014,1.828417264
Tunisia,Percent of total land area,Bizerte,Built-up since 1990,2000,0.17520987
Tunisia,Percent of total land area,Bizerte,Built-up since 1990,2014,0.427848865
Tunisia,Percent of total land area,Bizerte,Built-up since 1975,1990,0.505794529
Tunisia,Square kilometers,Gabes,Area built-up before,1975,39.5793
Tunisia,Square kilometers,Gabes,Area built-up before,1990,49.0104
Tunisia,Square kilometers,Gabes,Area built-up before,2000,53.6841
Tunisia,Square kilometers,Gabes,Area built-up before,2014,56.1924
Tunisia,Square kilometers,Gabes,Built-up since 1990,2000,4.6737
Tunisia,Square kilometers,Gabes,Built-up since 1990,2014,7.182
Tunisia,Square kilometers,Gabes,Built-up since 2000,2014,2.5083
Tunisia,Square kilometers,Gabes,Built-up since 1975,1990,9.4311
Tunisia,Percent of total land area,Gabes,Area built-up before,1975,0.528188045
Tunisia,Percent of total land area,Gabes,Area built-up before,1990,0.654046619
Tunisia,Percent of total land area,Gabes,Area built-up before,2000,0.716417416
Tunisia,Percent of total land area,Gabes,Area built-up before,2014,0.749890824
Tunisia,Percent of total land area,Gabes,Built-up since 1990,2000,0.062370796
Tunisia,Percent of total land area,Gabes,Built-up since 1990,2014,0.095844205
Tunisia,Percent of total land area,Gabes,Built-up since 2000,2014,0.033473408
Tunisia,Square kilometers,Ariana,Area built-up before,1975,31.5603
Tunisia,Square kilometers,Ariana,Area built-up before,1990,47.25
Tunisia,Square kilometers,Ariana,Area built-up before,2000,55.7109
Tunisia,Square kilometers,Ariana,Area built-up before,2014,63.5085
Tunisia,Square kilometers,Ariana,Built-up since 1990,2000,8.4609
Tunisia,Square kilometers,Ariana,Built-up since 1990,2014,16.2585
Tunisia,Square kilometers,Ariana,Built-up since 2000,2014,7.7976
Tunisia,Square kilometers,Ariana,Built-up since 1975,1990,15.6897
Tunisia,Percent of total land area,Ariana,Area built-up before,1975,7.021657469
Tunisia,Percent of total land area,Ariana,Area built-up before,1990,10.51236254
Tunisia,Percent of total land area,Ariana,Area built-up before,2000,12.39477626
Tunisia,Percent of total land area,Ariana,Area built-up before,2014,14.12961643
Tunisia,Percent of total land area,Ariana,Built-up since 1990,2000,1.882413719
Tunisia,Percent of total land area,Ariana,Built-up since 1990,2014,3.617253891
Tunisia,Percent of total land area,Ariana,Built-up since 2000,2014,1.734840172
Tunisia,Square kilometers,Monastir,Area built-up before,1975,43.9542
Tunisia,Square kilometers,Monastir,Area built-up before,1990,49.5423
Tunisia,Square kilometers,Monastir,Area built-up before,2000,55.6011
Tunisia,Square kilometers,Monastir,Area built-up before,2014,61.1586
Tunisia,Square kilometers,Monastir,Built-up since 1990,2000,6.0588
Tunisia,Square kilometers,Monastir,Built-up since 1990,2014,11.6163
Tunisia,Square kilometers,Monastir,Built-up since 1975,1990,5.5881
Tunisia,Percent of total land area,Monastir,Area built-up before,1975,4.314554886
Tunisia,Percent of total land area,Monastir,Area built-up before,1990,4.863084132
Tunisia,Percent of total land area,Monastir,Area built-up before,2000,5.457817403
Tunisia,Percent of total land area,Monastir,Area built-up before,2014,6.003342945
Tunisia,Percent of total land area,Monastir,Built-up since 1990,2000,0.594733271
Tunisia,Percent of total land area,Monastir,Built-up since 1990,2014,1.140258813
Tunisia,Percent of total land area,Monastir,Built-up since 1975,1990,0.548529245
Tunisia,Square kilometers,Zaghouan,Area built-up before,1975,1.7604
Tunisia,Square kilometers,Zaghouan,Area built-up before,1990,7.8237
Tunisia,Square kilometers,Zaghouan,Area built-up before,2000,11.034
Tunisia,Square kilometers,Zaghouan,Area built-up before,2014,15.0876
Tunisia,Square kilometers,Zaghouan,Built-up since 1990,2000,3.2103
Tunisia,Square kilometers,Zaghouan,Built-up since 1990,2014,7.2639
Tunisia,Square kilometers,Zaghouan,Built-up since 2000,2014,4.0536
Tunisia,Square kilometers,Zaghouan,Built-up since 1975,1990,6.0633
Tunisia,Percent of total land area,Zaghouan,Area built-up before,1975,0.062627051
Tunisia,Percent of total land area,Zaghouan,Area built-up before,1990,0.278331777
Tunisia,Percent of total land area,Zaghouan,Area built-up before,2000,0.392539697
Tunisia,Percent of total land area,Zaghouan,Area built-up before,2014,0.536748407
Tunisia,Percent of total land area,Zaghouan,Built-up since 1990,2000,0.11420792
Tunisia,Percent of total land area,Zaghouan,Built-up since 1990,2014,0.258416631
Tunisia,Square kilometers,Sfax,Area built-up before,1975,78.3225
Tunisia,Square kilometers,Sfax,Area built-up before,1990,106.4835
Tunisia,Square kilometers,Sfax,Area built-up before,2000,120.2697
Tunisia,Square kilometers,Sfax,Area built-up before,2014,127.8072
Tunisia,Square kilometers,Sfax,Built-up since 1990,2000,13.7862
Tunisia,Square kilometers,Sfax,Built-up since 1990,2014,21.3237
Tunisia,Square kilometers,Sfax,Built-up since 2000,2014,7.5375
Tunisia,Percent of total land area,Sfax,Area built-up before,1975,1.111953142
Tunisia,Percent of total land area,Sfax,Area built-up before,1990,1.511757954
Tunisia,Percent of total land area,Sfax,Area built-up before,2000,1.707482151
Tunisia,Percent of total land area,Sfax,Area built-up before,2014,1.814492867
Tunisia,Percent of total land area,Sfax,Built-up since 1990,2000,0.195724197
Tunisia,Percent of total land area,Sfax,Built-up since 1990,2014,0.302734913
Tunisia,Square kilometers,Jendouba,Area built-up before,1975,3.4416
Tunisia,Square kilometers,Jendouba,Area built-up before,1990,9.2655
Tunisia,Square kilometers,Jendouba,Area built-up before,2000,17.397
Tunisia,Square kilometers,Jendouba,Area built-up before,2014,20.8098
Tunisia,Square kilometers,Jendouba,Built-up since 1990,2000,8.1315
Tunisia,Square kilometers,Jendouba,Built-up since 1990,2014,11.5443
Tunisia,Square kilometers,Jendouba,Built-up since 2000,2014,3.4128
Tunisia,Square kilometers,Jendouba,Built-up since 1975,1990,5.8239
Tunisia,Percent of total land area,Jendouba,Area built-up before,1975,0.10446198
Tunisia,Percent of total land area,Jendouba,Area built-up before,1990,0.281233285
Tunisia,Percent of total land area,Jendouba,Area built-up before,2000,0.528046566
Tunisia,Percent of total land area,Jendouba,Area built-up before,2014,0.631634387
Tunisia,Percent of total land area,Jendouba,Built-up since 1990,2000,0.246813281
Tunisia,Percent of total land area,Jendouba,Built-up since 1990,2014,0.350401102
Tunisia,Percent of total land area,Jendouba,Built-up since 2000,2014,0.103587821
Tunisia,Percent of total land area,Jendouba,Built-up since 1975,1990,0.176771305
Tunisia,Square kilometers,Siliana,Area built-up before,1975,1.7199
Tunisia,Square kilometers,Siliana,Area built-up before,1990,6.3558
Tunisia,Square kilometers,Siliana,Area built-up before,2000,10.593
Tunisia,Square kilometers,Siliana,Area built-up before,2014,12.717
Tunisia,Square kilometers,Siliana,Built-up since 1990,2000,4.2372
Tunisia,Square kilometers,Siliana,Built-up since 1990,2014,6.3612
Tunisia,Square kilometers,Siliana,Built-up since 2000,2014,2.124
Tunisia,Square kilometers,Siliana,Built-up since 1975,1990,4.6359
Tunisia,Percent of total land area,Siliana,Area built-up before,1975,0.037757128
Tunisia,Percent of total land area,Siliana,Area built-up before,1990,0.13952948
Tunisia,Percent of total land area,Siliana,Area built-up before,2000,0.232549134
Tunisia,Percent of total land area,Siliana,Area built-up before,2014,0.279177507
Tunisia,Percent of total land area,Siliana,Built-up since 1990,2000,0.093019653
Tunisia,Percent of total land area,Siliana,Built-up since 1990,2014,0.139648027
Tunisia,Percent of total land area,Siliana,Built-up since 2000,2014,0.046628373
Tunisia,Percent of total land area,Siliana,Built-up since 1975,1990,0.101772352
Tunisia,Square kilometers,Kasserine,Area built-up before,1975,3.6846
Tunisia,Square kilometers,Kasserine,Area built-up before,1990,9.6435
Tunisia,Square kilometers,Kasserine,Area built-up before,2000,14.9526
Tunisia,Square kilometers,Kasserine,Area built-up before,2014,16.9632
Tunisia,Square kilometers,Kasserine,Built-up since 1990,2000,5.3091
Tunisia,Square kilometers,Kasserine,Built-up since 1990,2014,7.3197
Tunisia,Square kilometers,Kasserine,Built-up since 2000,2014,2.0106
Tunisia,Square kilometers,Kasserine,Built-up since 1975,1990,5.9589
Tunisia,Percent of total land area,Kasserine,Area built-up before,1975,0.04452644
Tunisia,Percent of total land area,Kasserine,Area built-up before,1990,0.116536591
Tunisia,Percent of total land area,Kasserine,Area built-up before,2000,0.180694254
Tunisia,Percent of total land area,Kasserine,Area built-up before,2014,0.20499129
Tunisia,Percent of total land area,Kasserine,Built-up since 1990,2000,0.064157662
Tunisia,Percent of total land area,Kasserine,Built-up since 1990,2014,0.088454699
Tunisia,Percent of total land area,Kasserine,Built-up since 1975,1990,0.072010151
Tunisia,Square kilometers,Tunis,Area built-up before,1975,73.7406
Tunisia,Square kilometers,Tunis,Area built-up before,1990,95.796
Tunisia,Square kilometers,Tunis,Area built-up before,2000,103.3677
Tunisia,Square kilometers,Tunis,Area built-up before,2014,111.6819
Tunisia,Square kilometers,Tunis,Built-up since 1990,2000,7.5717
Tunisia,Square kilometers,Tunis,Built-up since 1990,2014,15.8859
Tunisia,Square kilometers,Tunis,Built-up since 1975,1990,22.0554
Tunisia,Percent of total land area,Tunis,Area built-up before,1975,28.06103053
Tunisia,Percent of total land area,Tunis,Area built-up before,1990,36.45392743
Tunisia,Percent of total land area,Tunis,Area built-up before,2000,39.33523982
Tunisia,Percent of total land area,Tunis,Area built-up before,2014,42.49910098
Tunisia,Percent of total land area,Tunis,Built-up since 1990,2000,2.881312396
Tunisia,Percent of total land area,Tunis,Built-up since 1990,2014,6.045173553
Tunisia,Percent of total land area,Tunis,Built-up since 2000,2014,3.163861157
Tunisia,Percent of total land area,Tunis,Built-up since 1975,1990,8.392896895
Tunisia,Square kilometers,Medenine,Area built-up before,1975,68.8734
Tunisia,Square kilometers,Medenine,Area built-up before,1990,80.3304
Tunisia,Square kilometers,Medenine,Area built-up before,2000,102.555
Tunisia,Square kilometers,Medenine,Area built-up before,2014,108.7326
Tunisia,Square kilometers,Medenine,Built-up since 1990,2000,22.2246
Tunisia,Square kilometers,Medenine,Built-up since 1990,2014,28.4022
Tunisia,Square kilometers,Medenine,Built-up since 2000,2014,6.1776
Tunisia,Square kilometers,Medenine,Built-up since 1975,1990,11.457
Tunisia,Percent of total land area,Medenine,Area built-up before,1975,0.751566828
Tunisia,Percent of total land area,Medenine,Area built-up before,1990,0.876588987
Tunisia,Percent of total land area,Medenine,Area built-up before,2000,1.119110369
Tunisia,Percent of total land area,Medenine,Area built-up before,2014,1.18652216
Tunisia,Percent of total land area,Medenine,Built-up since 1990,2000,0.242521382
Tunisia,Percent of total land area,Medenine,Built-up since 1990,2014,0.309933173
Tunisia,Percent of total land area,Medenine,Built-up since 1975,1990,0.125022159
Uganda,Square kilometers,Kampala,Area built-up before,1975,61.731
Uganda,Square kilometers,Kampala,Area built-up before,1990,77.7951
Uganda,Square kilometers,Kampala,Area built-up before,2000,95.454
Uganda,Square kilometers,Kampala,Area built-up before,2014,98.7885
Uganda,Square kilometers,Kampala,Built-up since 1990,2000,17.6589
Uganda,Square kilometers,Kampala,Built-up since 1990,2014,20.9934
Uganda,Square kilometers,Kampala,Built-up since 2000,2014,3.3345
Uganda,Square kilometers,Kampala,Built-up since 1975,1990,16.0641
Uganda,Percent of total land area,Kampala,Area built-up before,1975,33.59586995
Uganda,Percent of total land area,Kampala,Area built-up before,1990,42.33843712
Uganda,Percent of total land area,Kampala,Area built-up before,2000,51.94894251
Uganda,Percent of total land area,Kampala,Area built-up before,2014,53.76367786
Uganda,Percent of total land area,Kampala,Built-up since 1990,2000,9.610505383
Uganda,Percent of total land area,Kampala,Built-up since 1990,2014,11.42524074
Uganda,Percent of total land area,Kampala,Built-up since 2000,2014,1.814735357
Uganda,Square kilometers,Kibuku,Area built-up before,1975,0.0063
Uganda,Square kilometers,Kibuku,Area built-up before,1990,0.0657
Uganda,Square kilometers,Kibuku,Area built-up before,2000,0.144
Uganda,Square kilometers,Kibuku,Area built-up before,2014,0.2574
Uganda,Square kilometers,Kibuku,Built-up since 1990,2000,0.0783
Uganda,Square kilometers,Kibuku,Built-up since 1990,2014,0.1917
Uganda,Square kilometers,Kibuku,Built-up since 2000,2014,0.1134
Uganda,Square kilometers,Kibuku,Built-up since 1975,1990,0.0594
Uganda,Percent of total land area,Kibuku,Area built-up before,1975,0.001291132
Uganda,Percent of total land area,Kibuku,Area built-up before,1990,0.01346466
