Country,Measure,Large subnational region,Variable,Year,Value
Morocco,Square kilometers,Tanger - T?ouan,Built-up since 2000,2014,14.9598
Morocco,Square kilometers,Tanger - T?ouan,Built-up since 1975,1990,9.8874
Morocco,Percent of total land area,Tanger - T?ouan,Area built-up before,1975,0.710981562
Morocco,Percent of total land area,Tanger - T?ouan,Area built-up before,1990,0.794951068
Morocco,Percent of total land area,Tanger - T?ouan,Area built-up before,2000,0.958563961
Morocco,Percent of total land area,Tanger - T?ouan,Area built-up before,2014,1.085611214
Morocco,Percent of total land area,Tanger - T?ouan,Built-up since 1990,2000,0.163612893
Morocco,Percent of total land area,Tanger - T?ouan,Built-up since 1990,2014,0.290660147
Morocco,Percent of total land area,Tanger - T?ouan,Built-up since 2000,2014,0.127047254
Morocco,Square kilometers,Rabat - Sal?- Zemmour - Zaer,Area built-up before,1975,31.5333
Morocco,Square kilometers,Rabat - Sal?- Zemmour - Zaer,Area built-up before,1990,74.8818
Morocco,Square kilometers,Rabat - Sal?- Zemmour - Zaer,Area built-up before,2000,97.8678
Morocco,Square kilometers,Rabat - Sal?- Zemmour - Zaer,Area built-up before,2014,114.0597
Morocco,Square kilometers,Rabat - Sal?- Zemmour - Zaer,Built-up since 1990,2000,22.986
Morocco,Square kilometers,Rabat - Sal?- Zemmour - Zaer,Built-up since 1990,2014,39.1779
Morocco,Square kilometers,Rabat - Sal?- Zemmour - Zaer,Built-up since 2000,2014,16.1919
Morocco,Square kilometers,Rabat - Sal?- Zemmour - Zaer,Built-up since 1975,1990,43.3485
Morocco,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,Area built-up before,1975,0.314958719
Morocco,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,Area built-up before,1990,0.747929198
Morocco,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,Area built-up before,2000,0.977516368
Morocco,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,Area built-up before,2014,1.13924318
Morocco,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,Built-up since 1990,2000,0.22958717
Morocco,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,Built-up since 1990,2014,0.391313982
Morocco,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,Built-up since 2000,2014,0.161726812
Morocco,Percent of total land area,Rabat - Sal?- Zemmour - Zaer,Built-up since 1975,1990,0.43297048
Morocco,Square kilometers,Grand Casablanca,Area built-up before,1975,78.9624
Morocco,Square kilometers,Grand Casablanca,Area built-up before,1990,110.0799
Morocco,Square kilometers,Grand Casablanca,Area built-up before,2000,150.1839
