,0,1,2,3,4,5
1370,Aïn Bouchekif,Commune,عين بوشقيف,"12,386","15,022",
1371,Aïn Deheb,Commune,عين الذهب,"25,366","28,595",
1372,Aïn El Hadid,Commune,عين الحديد,"13,358","15,482",
1373,Aïn Kermes,Commune,عين كرمس,"13,768","17,541",
1374,Aïn Zarit,Commune,عين زاريت,"7,673","8,139",
1375,Bougara,Commune,بوقرة,"6,637","7,047",
1376,Chehaima,Commune,شحيمة,"10,099","8,181",
1377,Dahmouni,Commune,دهمونى,"17,392","20,380",
1378,Djebilet Rosfa,Commune,جبيلات رصفة,"3,929","4,930",
1379,Djillali Ben Amar,Commune,جيلالي بن عمار,"5,631","5,443",
1380,Faidja,Commune,الفايجة,"5,590","6,794",
1381,Frenda,Commune,فرندة,"47,502","54,162",
1382,Guertoufa,Commune,قرطوفة,"5,900","6,658",
1383,Hamadia,Commune,الحمادية,"15,357","16,463",
1384,Ksar Chellala,Commune,قصر الشلالة,"40,423","52,753",
1385,Madna,Commune,مادنة,"2,681","2,935",
1386,Mahdia,Commune,المهدية,"30,264","33,082",
1387,Mechraa Safa,Commune,مشرع الصفاء,"15,402","16,077",
1388,Medrissa,Commune,مدريسة,"13,719","15,293",
1389,Medroussa,Commune,مدروسة,"9,038","11,428",
1390,Meghila,Commune,مغيلة,"2,648","3,062",
1391,Mellakou,Commune,ملاكو,"11,404","13,107",
1392,Nadorah,Commune,الناظورة,"7,030","7,559",
1393,Naima,Commune,النعيمة,"7,569","7,569",
1394,Oued Lilli,Commune,وادى ليلى,"11,834","12,574",
1395,Rahouia,Commune,رحوية,"19,644","24,983",
1396,Rechaiga,Commune,الرشايقة,"15,709","19,830",
1397,Sebaïne,Commune,سبعين,"10,042","10,763",
1398,Sebt,Commune,السبت,"1,283","1,569",
1399,Serghine,Commune,سرغين,"5,303","5,316",
1400,Si Abdelghani,Commune,سيدي عبد الغنى,"9,015","9,273",
1401,Sidi Abderrahmane,Commune,سيدي عبد الرحمان,"7,082","8,350",
1402,Sidi Ali Mellal,Commune,سيدي علي ملال,"7,297","7,193",
1403,Sidi Bakhti,Commune,سيدي بختي,"6,376","7,247",
1404,Sidi Hosni,Commune,سيدي الحسني,"7,610","8,325",
1405,Sougueur,Commune,السوقر,"64,970","78,956",
1406,Tagdemt,Commune,تاقدمت,"4,090","4,543",
1407,Takhemaret,Commune,تاخمرت,"29,835","34,124",
1408,Tiaret,Province Capital,تيارت,"165,899","201,263",
1409,Tidda,Commune,تيدة,"3,476","3,669",
1410,Tousnina,Commune,توسنينة,"10,955","12,421",
1411,Zmalet El Emir Abdelkader,Commune,زمالة الأميرعبد القادر,"14,668","18,722",
1412,Tindouf,Province,تيندوف,"27,060","49,149",
1413,Oum El Assel,Commune,أم العسل,"1,794","3,183",
1414,Tindouf,Province Capital,تندوف,"25,266","45,966",
1415,Tipaza,Province,تيبازة,"506,053","591,010",
1416,Aghbal,Commune,أغابال,"6,606","7,122",
1417,Ahmar El Aïn,Commune,أحمر العين,"25,633","29,566",
1418,Aïn Tagourait,Commune,عين تقورايت,"9,075","10,411",
1419,Attatba,Commune,الحطاطبة,"22,002","27,059",
1420,Beni Milleuk,Commune,بني ملوك,"6,890","8,045",
1421,Bouharoun,Commune,بوهارون,"8,613","9,922",
1422,Bou Ismaïl,Commune,بواسماعيل,"38,445","41,684",
1423,Bourkika,Commune,بورقيقة,"18,810","22,118",
1424,Chaiba,Commune,الشعيبة,"16,376","20,427",
1425,Cherchell,Commune,شرشال,"40,763","48,056",
1426,Damous,Commune,الداموس,"14,432","17,111",
1427,Douaouda,Commune,دواودة,"17,283","22,408",
1428,Fouka,Commune,فوكة,"39,549","48,959",
1429,Gouraya,Commune,قوراية,"17,165","20,144",
1430,Hadjeret Ennous,Commune,حجرة النص,"1,739","2,150",
1431,Hadjout,Commune,حجوط,"44,065","48,561",
1432,Khemisti,Commune,خميستي,"12,622","15,128",
1433,Koléa,Commune,القليعة,"46,158","54,401",
1434,Larhat,Commune,الأرهاط,"6,736","7,359",
1435,Menaceur,Commune,مناصرة,"22,684","25,480",
1436,Merad,Commune,مراد,"18,104","19,916",
1437,Messelmoun,Commune,مسلمون,"6,603","7,564",
1438,Nador,Commune,الناظور,"8,018","9,588",
1439,Sidi Amar,Commune,سيدي عمر,"10,906","13,332",
1440,Sidi Ghiles,Commune,سيدي غيلاس,"12,731","15,281",
1441,Sidi Rached,Commune,سيدي راشد,"9,153","11,062",
1442,Sidi Semiane,Commune,سيدي سميان,"2,978","2,930",
1443,Tipaza,Province Capital,تيبازة,"21,915","25,225",
1444,Tissemsilt,Province,تيسمسيلت,"264,240","294,476",
1445,Ammari,Commune,عمارى,"7,360","7,841",
1446,Beni Chaib,Commune,بنى شعيب,"3,266","3,494",
1447,Beni Lahcene,Commune,بنى لحسن,"4,572","4,777",
1448,Bordj Bou Naama,Commune,برج بونعامة,"18,394","20,864",
1449,Bordj El Emir Abdelkader,Commune,برج الامير عبد القادر,"8,953","10,194",
1450,Boucaid,Commune,بوقايد,"8,910","8,843",
1451,Khemisti,Commune,خميستى,"20,191","22,900",
1452,Larbaâ,Commune,الاربعاء,"2,823","2,560",
1453,Lardjem,Commune,الارجم,"23,151","25,217",
1454,Layoune,Commune,العيون,"20,580","20,579",
1455,Lazharia,Commune,الازهرية,"8,040","8,071",
1456,Maacem,Commune,المعاصم,"4,671","5,027",
1457,Melaab,Commune,ملعب,"3,301","3,447",
1458,Ouled Bessem,Commune,أولاد بسام,"9,325","10,839",
1459,Sidi Abed,Commune,سيدي عابد,"5,298","5,213",
1460,Sidi Boutouchent,Commune,سيدي بوتوشنت,"3,656","4,224",
1461,Sidi Lantri,Commune,سيدي العنترى,"4,945","6,053",
1462,Sidi Slimane,Commune,سيدي سليمان,"7,328","8,461",
1463,Tamalaht,Commune,تاملاحت,"7,493","7,645",
1464,Theniet El Had,Commune,ثنية الاحد,"28,788","30,777",
1465,Tissemsilt,Province Capital,تيسمسيلت,"61,155","75,197",
1466,Youssoufia,Commune,اليوسوفية,"2,040","2,254",
1467,Tizi Ouzou,Province,تيزي وزو,"1,108,708","1,127,607",
1468,Abi Youcef,Commune,أبى يوسف,"7,743","7,693",
1469,Aghribs,Commune,أغريب,"13,408","12,474",
1470,Agouni Gueghrane,Commune,آقنى قغران,"10,833","9,692",
1471,Aïn El Hammam,Commune,عين الحمام,"20,118","20,401",
1472,Aïn Zaouia,Commune,عين الزاوية,"16,764","17,320",
1473,Aït Aouggacha,Commune,آيت أقواشة,"3,986","4,306",
1474,Aït Bouaddou,Commune,آيت بوعدو,"13,834","14,435",
1475,Aït Boumahdi,Commune,آيت بومهدى,"6,721","6,113",
1476,Aït Chafâa,Commune,آيت شفعة,"3,865","3,775",
1477,Aït Khellili,Commune,آيت خليل,"12,630","11,627",
1478,Aït Mahmoud,Commune,آيت محمود,"9,369","7,699",
1479,Aït Oumalou,Commune,آيت أومالو,"9,233","8,790",
1480,Aït Toudert,Commune,آيت تودرت,"9,723","8,521",
1481,Aït Yahia,Commune,آيت يحيى,"16,485","14,439",
1482,Aït Yahia Moussa,Commune,آيت يحى موسى,"19,904","20,426",
1483,Akbil,Commune,اقبيل,"9,751","8,898",
1484,Akerrou,Commune,أقرو,"5,070","4,660",
1485,Assi Youcef,Commune,أسى يوسف,"14,411","14,789",
1486,Azazga,Commune,عزازقة,"30,911","34,683",
1487,Azeffoun,Commune,أزفون,"16,096","16,847",
1488,Beni Aïssi,Commune,بنى عيسى,"7,914","7,628",
1489,Beni Douala,Commune,بنى دوالة,"21,891","21,551",
1490,Beni Yenni,Commune,بنى ينى,"6,813","5,737",
1491,Beni Ziki,Commune,بنى زيكى,"3,943","3,832",
1492,Beni Zmenzer,Commune,بنى زمنزر,"12,117","12,117",
1493,Boghni,Commune,بوغنى,"31,983","31,263",
1494,Boudjima,Commune,بوجيمئة,"15,771","15,628",
1495,Bounouh,Commune,بونوح,"10,077","9,731",
1496,Bouzguen,Commune,بوزقن,"26,168","24,311",
1497,Djebel Aissa Mimoun,Commune,جبل عيسى ميمون,"19,227","20,268",
1498,Draâ Ben Khedda,Commune,ذراع بن خدة,"28,376","31,382",
1499,Draâ El Mizan,Commune,ذراع الميزان,"37,628","38,886",
1500,Freha,Commune,فريحة,"21,997","24,228",
1501,Frikat,Commune,فريقات,"12,638","12,791",
1502,Iboudraren,Commune,أبودرارن,"6,508","5,398",
1503,Idjeur,Commune,آجر,"10,379","10,301",
1504,Iferhounène,Commune,افرحونن,"14,535","12,460",
1505,Ifigha,Commune,ايفيغاء,"8,226","9,160",
1506,Iflissen,Commune,افليسن,"14,641","14,311",
1507,Illilten,Commune,اليلتين,"10,347","9,142",
1508,Illoula Oumalou,Commune,ايلولو أما لو,"13,812","12,952",
1509,Imsouhel,Commune,أمسوحال,"7,530","6,565",
1510,Irdjen,Commune,ارجن,"13,674","13,149",
1511,Larbaâ Nath Irathen,Commune,الاربعاء نايت ايراثن,"29,773","29,376",
1512,Maâtkas,Commune,المعاتقة,"31,188","32,121",
1513,Makouda,Commune,ماكودة,"22,548","23,388",
1514,Mechtras,Commune,مشتراس,"11,075","12,683",
1515,Mekla,Commune,مقلع,"26,315","24,237",
1516,Mezrara,Commune,مزرانة,"9,586","9,469",
1517,M'Kira,Commune,مكيرة,"17,328","17,690",
1518,Ouacif,Commune,واسيف,"10,497","10,313",
1519,Ouadhia,Commune,واضية,"17,286","15,771",
1520,Ouaguenoun,Commune,وا قنون,"15,645","17,425",
1521,Sidi Nâamane,Commune,سيدي نعمان,"9,641","10,688",
1522,Souamaâ,Commune,سوامع,"10,932","9,954",
1523,Souk El Thenine,Commune,سوق الاثنين,"13,914","14,660",
1524,Tadmaït,Commune,تادمايت,"21,547","22,838",
1525,Tigzirt,Commune,تقزرت,"10,414","11,962",
1526,Timizart,Commune,تيمزارت,"27,878","28,996",
1527,Tirmitine,Commune,تيرمتين,"18,030","19,027",
1528,Tizi Gheniff,Commune,تيزى غنيف,"27,702","29,399",
1529,Tizi N'Tleta,Commune,تيزى نثلاثة,"15,891","15,479",
1530,Tizi Ouzou,Province Capital,تيزىوزو,"117,259","135,088",
1531,Tizi Rached,Commune,تيزى راشد,"16,861","17,161",
1532,Yakouren,Commune,اعكورن,"11,724","12,203",
1533,Yatafen,Commune,ياطفان,"4,957","4,016",
1534,Zekri,Commune,زكرى,"3,666","3,283",
1535,Tlemcen,Province,تلمسان,"842,053","949,135",
1536,Aïn Fetah,Commune,عين فتاح,"7,005","7,352",
1537,Aïn Fezza,Commune,عين فزة,"9,598","11,053",
1538,Aïn Ghoraba,Commune,عين الغرابة,"4,842","5,068",
1539,Aïn Kebira,Commune,العين الكبيرة,"3,512","3,665",
1540,Aïn Nehala,Commune,عين النحالة,"6,432","6,704",
1541,Aïn Tallout,Commune,عين تالوت,"9,106","10,286",
1542,Aïn Youcef,Commune,عين يوسف,"11,865","13,234",
1543,Amieur,Commune,عمير,"11,725","13,150",
1544,Azaïls,Commune,لغزايل,"6,728","7,527",
1545,Bab El Assa,Commune,باب العسة,"8,989","10,147",
1546,Beni Bahdel,Commune,بنى بهدل,"2,660","2,801",
1547,Beni Boussaïd,Commune,بنى بوسعيد,"11,894","13,182",
1548,Beni Khellad (Beni Rached),Commune,سوق الخميس,"6,518","6,933",
1549,Beni Mester,Commune,بنى مستر,"15,671","18,651",
1550,Beni Ouarsous,Commune,بني ورسوس,"11,018","12,110",
1551,Beni Semiel,Commune,بني صميل,"4,048","4,704",
1552,Beni Snous,Commune,بنى سنوس,"10,888","11,318",
1553,Bensekrane,Commune,ابن سكران,"13,288","13,845",
1554,Bouhlou,Commune,بوحلو,"5,675","6,347",
1555,Chetouane,Commune,شتوان,"35,116","47,600",
1556,Dar Yaghmouracene,Commune,دار يغمراسن,"6,274","6,331",
1557,Djebala,Commune,جبالة,"9,167","8,369",
1558,El Aricha,Commune,العريشة,"5,100","6,673",
1559,El Bouihi,Commune,البويهي,"7,618","8,705",
1560,El Fehoul,Commune,الفحول,"6,778","7,045",
1561,El Gor,Commune,القور,"7,754","8,539",
1562,Fellaoucene,Commune,فلاوسن,"7,619","8,781",
1563,Ghazaouet,Commune,الغزوات,"33,094","33,774",
1564,Hammam Boughrara,Commune,حمام بوغرارة,"10,322","11,444",
1565,Hennaya,Commune,الحناية,"30,592","33,356",
1566,Honaïne,Commune,حنين,"5,424","5,408",
1567,Maghnia,Commune,مغنية,"96,302","114,634",
1568,Mansourah,Commune,المنصورة,"35,697","49,150",
1569,Marsa Ben M'Hidi,Commune,مرسى بن مهيدي,"5,554","6,212",
1570,Msirda Fouaga,Commune,مسيردة الفواقة,"5,496","5,693",
1571,Nedroma,Commune,ندرومة,"31,136","32,498",
1572,Oued Lakhdar (Oued Chouly),Commune,وادى الشولى,"4,034","5,262",
1573,Ouled Mimoun,Commune,أولاد ميمون,"24,350","26,389",
1574,Ouled Riyah,Commune,أولاد رياح,"3,973","4,329",
1575,Remchi,Commune,الرمشى,"39,525","46,999",
1576,Sabra,Commune,صبرة,"24,622","28,555",
1577,Sebaa Chioukh,Commune,السبعة شيوخ,"4,259","4,634",
1578,Sebdou,Commune,سبدو,"35,836","39,800",
1579,Sidi Abdelli,Commune,سيدي عبد اللى,"16,500","18,222",
1580,Sidi Djillali,Commune,سيدي الجيلالي,"5,229","6,697",
1581,Sidi Medjahed,Commune,سيدي مجاهد,"6,431","7,164",
1582,Souahlia,Commune,السواحلية,"20,823","22,245",
1583,Souani,Commune,السوانى,"8,227","9,513",
1584,Souk Tlata,Commune,سوق الثلاثاء,"2,886","2,756",
1585,Terny Beni Hdiel,Commune,تيرنى بنى هديل,"4,637","5,737",
1586,Tienet,Commune,تيانت,"4,686","4,493",
1587,Tlemcen,Province Capital,تلمسان,"132,341","140,158",
1588,Zenata,Commune,زناتة,"3,190","3,890",
1589,Algérie [ Algeria ],Republic,الجزائر,"29,100,867","34,080,030",
